link_id,matrix_ab,matrix_ba,matrix_tot,Congested_Time_AB,Congested_Time_BA,Congested_Time_Max,Delay_factor_AB,Delay_factor_BA,Delay_factor_Max,VOC_AB,VOC_BA,VOC_max,PCE_AB,PCE_BA,PCE_tot
18261,0.0,,0.0,0.06655846153846154,,0.06655846153846154,1.0,,1.0,0.0,,0.0,0.0,,0.0
18262,0.0,,0.0,0.08517333333333334,,0.08517333333333334,1.0,,1.0,0.0,,0.0,0.0,,0.0
18263,0.0,,0.0,0.030024000000000002,,0.030024000000000002,1.0,,1.0,0.0,,0.0,0.0,,0.0
18264,0.0,,0.0,0.058288615384615376,,0.058288615384615376,1.0,,1.0,0.0,,0.0,0.0,,0.0
18265,0.0,,0.0,0.012276,,0.012276,1.0,,1.0,0.0,,0.0,0.0,,0.0
18266,0.0,,0.0,0.019168615384615385,,0.019168615384615385,1.0,,1.0,0.0,,0.0,0.0,,0.0
18267,0.0,,0.0,0.019168615384615385,,0.019168615384615385,1.0,,1.0,0.0,,0.0,0.0,,0.0
18268,0.0,,0.0,0.044594666666666664,,0.044594666666666664,1.0,,1.0,0.0,,0.0,0.0,,0.0
18269,0.0,,0.0,0.029572615384615388,,0.029572615384615388,1.0,,1.0,0.0,,0.0,0.0,,0.0
18270,0.0,,0.0,0.015592,,0.015592,1.0,,1.0,0.0,,0.0,0.0,,0.0
18271,0.0,,0.0,0.01706030769230769,,0.01706030769230769,1.0,,1.0,0.0,,0.0,0.0,,0.0
18272,0.0,,0.0,0.012443999999999998,,0.012443999999999998,1.0,,1.0,0.0,,0.0,0.0,,0.0
18273,0.0,,0.0,0.013584,,0.013584,1.0,,1.0,0.0,,0.0,0.0,,0.0
18274,0.0,,0.0,0.013212,,0.013212,1.0,,1.0,0.0,,0.0,0.0,,0.0
18275,0.0,,0.0,0.016867384615384617,,0.016867384615384617,1.0,,1.0,0.0,,0.0,0.0,,0.0
18276,0.0,,0.0,0.016444,,0.016444,1.0,,1.0,0.0,,0.0,0.0,,0.0
18277,0.0,,0.0,0.014635384615384616,,0.014635384615384616,1.0,,1.0,0.0,,0.0,0.0,,0.0
18278,0.0,,0.0,0.43012400000000006,,0.43012400000000006,1.0,,1.0,0.0,,0.0,0.0,,0.0
18279,0.0,,0.0,0.43012400000000006,,0.43012400000000006,1.0,,1.0,0.0,,0.0,0.0,,0.0
18280,0.0,,0.0,0.09634430769230769,,0.09634430769230769,1.0,,1.0,0.0,,0.0,0.0,,0.0
18281,0.0,,0.0,0.09762646153846154,,0.09762646153846154,1.0,,1.0,0.0,,0.0,0.0,,0.0
18282,0.0,,0.0,0.614176,,0.614176,1.0,,1.0,0.0,,0.0,0.0,,0.0
18283,0.0,,0.0,0.614176,,0.614176,1.0,,1.0,0.0,,0.0,0.0,,0.0
18284,0.0,,0.0,0.614816,,0.614816,1.0,,1.0,0.0,,0.0,0.0,,0.0
18285,0.0,,0.0,0.614816,,0.614816,1.0,,1.0,0.0,,0.0,0.0,,0.0
18286,0.0,,0.0,0.061809230769230776,,0.061809230769230776,1.0,,1.0,0.0,,0.0,0.0,,0.0
18287,0.0,,0.0,0.204932,,0.204932,1.0,,1.0,0.0,,0.0,0.0,,0.0
18288,0.0,,0.0,0.204932,,0.204932,1.0,,1.0,0.0,,0.0,0.0,,0.0
18289,0.0,,0.0,0.192252,,0.192252,1.0,,1.0,0.0,,0.0,0.0,,0.0
18290,0.0,,0.0,0.192252,,0.192252,1.0,,1.0,0.0,,0.0,0.0,,0.0
18291,0.0,,0.0,0.0756,,0.0756,1.0,,1.0,0.0,,0.0,0.0,,0.0
18292,0.0,,0.0,0.0756,,0.0756,1.0,,1.0,0.0,,0.0,0.0,,0.0
18293,0.0,,0.0,0.019786153846153846,,0.019786153846153846,1.0,,1.0,0.0,,0.0,0.0,,0.0
18294,0.0,,0.0,0.019786153846153846,,0.019786153846153846,1.0,,1.0,0.0,,0.0,0.0,,0.0
18295,0.0,,0.0,0.01956738461538462,,0.01956738461538462,1.0,,1.0,0.0,,0.0,0.0,,0.0
18296,0.0,,0.0,0.01956738461538462,,0.01956738461538462,1.0,,1.0,0.0,,0.0,0.0,,0.0
18297,0.0,,0.0,0.8920826666666667,,0.8920826666666667,1.0,,1.0,0.0,,0.0,0.0,,0.0
18298,0.0,,0.0,0.8920826666666667,,0.8920826666666667,1.0,,1.0,0.0,,0.0,0.0,,0.0
18299,0.0,,0.0,0.019294153846153846,,0.019294153846153846,1.0,,1.0,0.0,,0.0,0.0,,0.0
18300,0.0,,0.0,0.019294153846153846,,0.019294153846153846,1.0,,1.0,0.0,,0.0,0.0,,0.0
18301,0.0,,0.0,0.48275466666666667,,0.48275466666666667,1.0,,1.0,0.0,,0.0,0.0,,0.0
18302,0.0,,0.0,0.48275466666666667,,0.48275466666666667,1.0,,1.0,0.0,,0.0,0.0,,0.0
18303,0.0,,0.0,0.15478133333333333,,0.15478133333333333,1.0,,1.0,0.0,,0.0,0.0,,0.0
18304,0.0,,0.0,0.06089466666666667,,0.06089466666666667,1.0,,1.0,0.0,,0.0,0.0,,0.0
18305,0.0,,0.0,0.15450133333333335,,0.15450133333333335,1.0,,1.0,0.0,,0.0,0.0,,0.0
18306,0.0,,0.0,0.06074666666666667,,0.06074666666666667,1.0,,1.0,0.0,,0.0,0.0,,0.0
18307,0.0,,0.0,0.24262,,0.24262,1.0,,1.0,0.0,,0.0,0.0,,0.0
18308,0.0,,0.0,0.24262,,0.24262,1.0,,1.0,0.0,,0.0,0.0,,0.0
18309,0.0,,0.0,0.568736,,0.568736,1.0,,1.0,0.0,,0.0,0.0,,0.0
18310,0.0,,0.0,0.568736,,0.568736,1.0,,1.0,0.0,,0.0,0.0,,0.0
18311,0.0,,0.0,0.12926266666666666,,0.12926266666666666,1.0,,1.0,0.0,,0.0,0.0,,0.0
18312,0.0,,0.0,0.12926266666666666,,0.12926266666666666,1.0,,1.0,0.0,,0.0,0.0,,0.0
18313,0.0,,0.0,0.102264,,0.102264,1.0,,1.0,0.0,,0.0,0.0,,0.0
18314,0.0,,0.0,0.10425866666666667,,0.10425866666666667,1.0,,1.0,0.0,,0.0,0.0,,0.0
18315,0.0,,0.0,0.018459999999999997,,0.018459999999999997,1.0,,1.0,0.0,,0.0,0.0,,0.0
