10000000,10000001,37.9071
10000000,10000002,35.4704
10000000,10000003,28.7621
10000000,10000004,27.7847
10000000,10000005,19.261
10000000,10000006,19.091
10000000,10000007,17.5767
10000000,10000008,20.7243
10000000,10000009,18.6101
10000000,10000010,22.1658
10000000,10000011,29.6883
10000000,10000012,23.6341
10000000,10000013,28.1909
10000000,10000014,27.0271
10000000,10000015,31.7427
10000000,10000016,29.2449
10000000,10000017,21.1628
10000000,10000018,24.6774
10000000,10000019,29.8205
10000000,10000020,31.7213
10000000,10000021,28.008
10000000,10000022,35.9384
10000000,10000023,40.4137
10000000,10000024,32.2999
10000000,10000025,35.6901
10000000,10000026,41.2983
10000000,10000027,25.4196
10000000,10000028,30.5256
10000000,10000029,32.9845
10000000,10000030,31.0162
10000000,10000031,29.6119
10000000,10000032,23.5438
10000000,10000033,29.2084
10000000,10000034,24.8105
10000000,10000035,31.9252
10000000,10000036,28.7533
10000000,10000037,21.8338
10000000,10000038,20.1143
10000000,10000039,23.9844
10000000,10000040,23.8153
10000000,10000041,22.9905
10000000,10000042,23.3644
10000000,10000043,33.9637
10000000,10000044,32.0873
10000000,10000045,30.0628
10000000,10000046,25.8044
10000000,10000047,24.1698
10000000,10000048,24.4995
10000000,10000049,31.627
10000000,10000050,17.3236
10000000,10000051,15.7413
10000000,10000052,19.262
10000000,10000053,19.8767
10000000,10000054,24.1047
10000000,10000055,21.3602
10000000,10000056,16.9865
10000000,10000057,19.7004
10000000,10000058,17.5628
10000000,10000059,18.1406
10000000,10000060,18.8309
10000000,10000061,17.7618
10000000,10000062,18.4854
10000000,10000063,16.3332
10000000,10000064,16.5534
10000000,10000065,15.3167
10000000,10000066,15.1619
10000000,10000067,16.8225
10000000,10000068,16.4472
10000000,10000069,14.0525
10000000,10000070,14.1654
10000000,10000071,21.28
10000000,10000072,20.5923
10000000,10000073,16.8952
10000000,10000074,14.4156
10000000,10000075,11.5089
10000000,10000076,6.55683
10000000,10000077,13.1237
10000000,10000078,20.1406
10000000,10000079,13.9431
10000000,10000080,10.5591
10000000,10000081,10.2067
10000000,10000082,9.48592
10000000,10000083,7.28301
10000000,10000084,9.82198
10000000,10000085,17.292
10000000,10000086,12.071
10000000,10000087,15.2148
10000000,10000088,17.584
10000000,10000089,14.2336
10000000,10000090,12.8188
10000000,10000091,13.1068
10000000,10000092,14.5742
10000000,10000093,10.9865
10000000,10000094,20.338
10000000,10000095,13.1992
10000000,10000096,13.0935
10000000,10000097,13.056
10000000,10000098,21.8639
10000000,10000099,25.5244
10000000,10000100,21.7284
10000000,10000101,23.3598
10000000,10000102,21.5159
10000000,10000103,8.39482
10000000,10000104,7.05204
10000000,10000105,16.565
10000000,10000106,10.3922
10000000,10000107,12.3059
10000000,10000108,11.5448
10000000,10000109,11.6753
10000000,10000110,14.7816
10000000,10000111,10.3623
10000000,10000112,14.097
10000000,10000113,16.3941
10000000,10000114,14.8892
10000000,10000115,17.8287
10000000,10000116,15.6389
10000000,10000117,17.0152
10000000,10000118,15.619
10000000,10000119,19.8048
10000000,10000120,35.151
10000000,10000121,36.5617
10000000,10000122,34.4004
10000000,10000123,28.0285
10000000,10000124,29.5803
10000000,10000125,22.4434
10000000,10000126,24.5775
10000000,10000127,30.7686
10000000,10000128,30.0765
10000000,10000129,31.5375
10000000,10000130,30.2136
10000000,10000131,22.7799
10000000,10000132,22.0719
