"ID","Dir","Length","AB_Link_ID","AB_From_Node_","AB_To_Node_ID","AB_Capacity","AB_Length","AB_Free_Speed","AB_Lanes","AB_Link_Type","BA_DB_ID","BA_Link_ID","BA_From_Node_","BA_To_Node_ID","BA_Capacity","BA_Length","BA_Free_Speed","BA_Lanes","BA_Link_Type","AB_Free_Time","AB_UE_Time","BA_Free_Time","BA_UE_Time","direction","ID1","AB_Flow","BA_Flow","Tot_Flow","AB_Time","BA_Time","Max_Time","AB_VOC","BA_VOC","Max_VOC","AB_VKmT","BA_VKmT","Tot_VKmT","AB_VHT","BA_VHT","Tot_VHT","AB_Speed","BA_Speed","AB_VDF","BA_VDF","Max_VDF"
3294,1,0.0652939,4196,1934,2459,4000,0.065294,45,2,3,,-1,-1,-1,-1,,-1,-1,-1,0.0870587,0.0870588,,,1,3294,9,,9,0.0870588,,0.0870588,0.00225,,0.00225,0.587646,,0.587646,0.0130588,,0.0130588,44.9999,,0.0870588,,0.0870588
3295,1,0.0967938,4197,2460,2461,4000,0.096794,45,2,3,,-1,-1,-1,-1,,-1,-1,-1,0.129059,0.12908,,,1,3295,102.0000,,102.0000,0.12908,,0.12908,0.0255,,0.0255,9.87299,,9.87299,0.219435,,0.219435,44.9927,,0.12908,,0.12908
3296,0,0.207621,4198,865,2462,1300,0.207621,30,1,4,3297,4199,2462,865,1300,0.207621,30,1,4,0.415242,0.433074,0.415242,0.415242,0,3296,538.8000,0.0000,538.8000,0.433074,0.415242,0.433074,0.414462,0.0000,0.414462,111.8662,0.0000,111.8662,3.88901,0.0000,3.88901,28.7647,30.0000,0.433074,0.415242,0.433074
3298,0,0.0325634,4200,1222,2144,1300,0.032563,30,1,5,3299,4201,2144,1222,1300,0.032563,30,1,5,0.065126,0.0651262,0.065126,0.065126,0,3298,4.2,0.6,4.8,0.0651262,0.065126,0.0651262,0.00323077,0.000461538,0.00323077,0.136765,0.0195378,0.156302,0.00455883,0.00065126,0.00521009,29.9999,30.0000,0.0651262,0.065126,0.0651262
3300,1,0.0408229,4202,1222,2460,4000,0.040823,45,2,3,,-1,-1,-1,-1,,-1,-1,-1,0.0544307,0.0544395,,,1,3300,102.0000,,102.0000,0.0544395,,0.0544395,0.0255,,0.0255,4.16395,,4.16395,0.0925472,,0.0925472,44.9927,,0.0544395,,0.0544395
3301,1,0.322799,4205,2463,2464,1300,0.322799,30,1,4,,-1,-1,-1,-1,,-1,-1,-1,0.645598,0.645612,,,1,3301,12.0000,,12.0000,0.645612,,0.645612,0.00923077,,0.00923077,3.87359,,3.87359,0.129122,,0.129122,29.9994,,0.645612,,0.645612
3302,1,0.121588,4206,2465,2466,6600,0.121588,60,3,2,,-1,-1,-1,-1,,-1,-1,-1,0.121588,0.121588,,,1,3302,0.0000,,0.0000,0.121588,,0.121588,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,60.0000,,0.121588,,0.121588
3303,1,0.462654,4207,2465,1832,6600,0.462654,60,3,2,,-1,-1,-1,-1,,-1,-1,-1,0.462654,0.46297,,,1,3303,345.0000,,345.0000,0.46297,,0.46297,0.0522727,,0.0522727,159.6156,,159.6156,2.66208,,2.66208,59.9590,,0.46297,,0.46297
3304,0,0.236211,4210,521,2467,1300,0.236211,30,1,5,3305,4211,2467,521,1300,0.236211,30,1,5,0.472422,0.541665,0.472422,0.472626,0,3304,995.4000,54.0000,1049.4000,0.541665,0.472626,0.541665,0.765692,0.0415385,0.765692,235.1244,12.7554,247.8798,8.98623,0.425363,9.41159,26.1650,29.9871,0.541665,0.472626,0.541665
3306,1,0.10655,4212,865,2468,4000,0.10655,45,2,3,,-1,-1,-1,-1,,-1,-1,-1,0.142067,0.148189,,,1,3306,1660.7908,,1660.7908,0.148189,,0.148189,0.415198,,0.415198,176.9573,,176.9573,4.10186,,4.10186,43.1407,,0.148189,,0.148189
3307,1,0.165651,4213,521,2469,1300,0.165651,30,1,4,,-1,-1,-1,-1,,-1,-1,-1,0.331302,0.331302,,,1,3307,0.0000,,0.0000,0.331302,,0.331302,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,30.0000,,0.331302,,0.331302
3308,1,0.120536,4214,2470,377,4000,0.120536,45,2,3,,-1,-1,-1,-1,,-1,-1,-1,0.160715,0.160722,,,1,3308,55.8000,,55.8000,0.160722,,0.160722,0.01395,,0.01395,6.72591,,6.72591,0.149472,,0.149472,44.9978,,0.160722,,0.160722
3309,1,0.0939379,4215,2470,375,4000,0.093938,45,2,3,,-1,-1,-1,-1,,-1,-1,-1,0.125251,0.125532,,,1,3309,379.2000,,379.2000,0.125532,,0.125532,0.0948,,0.0948,35.6213,,35.6213,0.793363,,0.793363,44.8991,,0.125532,,0.125532
3310,1,0.196571,4216,671,2471,4000,0.196571,45,2,3,,-1,-1,-1,-1,,-1,-1,-1,0.262095,0.26231,,,1,3310,229.2000,,229.2000,0.26231,,0.26231,0.0573,,0.0573,45.0541,,45.0541,1.00202,,1.00202,44.9631,,0.26231,,0.26231
3311,0,0.0134048,4217,2472,2418,4000,0.013405,45,2,3,3312,4218,2418,2472,4000,0.013405,45,2,3,0.0178733,0.0179038,0.0178733,0.0219066,0,3311,330.4239,3800.2590,4130.6829,0.0179038,0.0219066,0.0219066,0.082606,0.950065,0.950065,4.42933,50.9425,55.3718,0.0985975,1.38751,1.48611,44.9234,36.7150,0.0179038,0.0219066,0.0219066
3313,0,0.0918056,4219,2472,2473,4000,0.091806,45,2,3,3314,4220,2473,2472,4000,0.091806,45,2,3,0.122408,0.15003,0.122408,0.122617,0,3313,3800.2590,330.4239,4130.6829,0.15003,0.122617,0.15003,0.950065,0.082606,0.950065,348.8866,30.3349,379.2215,9.50255,0.675259,10.1778,36.7150,44.9234,0.15003,0.122617,0.15003
3315,1,0.0992534,4221,1169,2474,1300,0.099253,30,1,4,,-1,-1,-1,-1,,-1,-1,-1,0.198506,0.19851,,,1,3315,12.0000,,12.0000,0.19851,,0.19851,0.00923077,,0.00923077,1.19104,,1.19104,0.039702,,0.039702,29.9994,,0.19851,,0.19851
3316,1,0.0523046,4222,2468,2475,4000,0.052305,45,2,3,,-1,-1,-1,-1,,-1,-1,-1,0.06974,0.0730855,,,1,3316,1752.1741,,1752.1741,0.0730855,,0.0730855,0.438044,,0.438044,91.6475,,91.6475,2.13431,,2.13431,42.9401,,0.0730855,,0.0730855
3317,1,0.0929196,4223,2474,2476,1300,0.09292,30,1,4,,-1,-1,-1,-1,,-1,-1,-1,0.18584,0.185844,,,1,3317,12.0000,,12.0000,0.185844,,0.185844,0.00923077,,0.00923077,1.11504,,1.11504,0.0371688,,0.0371688,29.9994,,0.185844,,0.185844
3318,1,0.37892,4224,2476,2463,1300,0.37892,30,1,4,,-1,-1,-1,-1,,-1,-1,-1,0.75784,0.757856,,,1,3318,12.0000,,12.0000,0.757856,,0.757856,0.00923077,,0.00923077,4.54704,,4.54704,0.151571,,0.151571,29.9994,,0.757856,,0.757856
3319,1,0.0158151,4225,2477,2478,1300,0.015815,30,1,5,,-1,-1,-1,-1,,-1,-1,-1,0.03163,0.0316319,,,1,3319,20.4000,,20.4000,0.0316319,,0.0316319,0.0156923,,0.0156923,0.322626,,0.322626,0.0107549,,0.0107549,29.9982,,0.0316319,,0.0316319
3320,1,0.369585,4226,2477,2479,1300,0.369585,30,1,4,,-1,-1,-1,-1,,-1,-1,-1,0.73917,0.749942,,,1,3320,313.8646,,313.8646,0.749942,,0.749942,0.241434,,0.241434,115.9996,,115.9996,3.923,,3.923,29.5691,,0.749942,,0.749942
3321,1,0.268776,4227,2480,2481,6600,0.268776,60,3,1,,-1,-1,-1,-1,,-1,-1,-1,0.268776,0.27241,,,1,3321,1534.8019,,1534.8019,0.27241,,0.27241,0.232546,,0.232546,412.5179,,412.5179,6.96825,,6.96825,59.1997,,0.27241,,0.27241
3322,1,0.47175,4228,2482,2480,6600,0.47175,60,3,1,,-1,-1,-1,-1,,-1,-1,-1,0.47175,0.471767,,,1,3322,79.2000,,79.2000,0.471767,,0.471767,0.012,,0.012,37.3626,,37.3626,0.622732,,0.622732,59.9978,,0.471767,,0.471767
3323,1,0.48769,4229,2482,1964,6600,0.48769,60,3,1,,-1,-1,-1,-1,,-1,-1,-1,0.48769,0.48769,,,1,3323,0.0000,,0.0000,0.48769,,0.48769,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,60.0000,,0.48769,,0.48769
3324,0,0.200506,4230,2468,2483,4000,0.200506,45,2,3,3325,4231,2483,2468,4000,0.200506,45,2,3,0.267341,0.268189,0.267341,0.283322,0,3324,450.5194,1955.9572,2406.4766,0.268189,0.283322,0.283322,0.11263,0.488989,0.488989,90.3318,392.1812,482.5130,2.01374,9.23611,11.2498,44.8577,42.4617,0.268189,0.283322,0.283322
3326,0,0.0166668,4232,2484,2485,4000,0.016667,45,2,3,3327,4233,2485,2484,4000,0.016667,45,2,3,0.0222227,0.0222227,0.0222227,0.0231258,0,3326,0.0000,1612.7881,1612.7881,0.0222227,0.0231258,0.0231258,0.0000,0.403197,0.403197,0.0000,26.8803,26.8803,0.0000,0.621618,0.621618,45.0000,43.2425,0.0222227,0.0231258,0.0231258
3328,1,0.0707536,4234,2484,1854,4000,0.070754,45,2,3,,-1,-1,-1,-1,,-1,-1,-1,0.0943387,0.0981728,,,1,3328,1612.7881,,1612.7881,0.0981728,,0.0981728,0.403197,,0.403197,114.1112,,114.1112,2.63886,,2.63886,43.2425,,0.0981728,,0.0981728
3329,1,0.0570476,4235,2468,2486,1300,0.057048,30,1,4,,-1,-1,-1,-1,,-1,-1,-1,0.114096,0.223617,,,1,3329,2547.3449,,2547.3449,0.223617,,0.223617,1.9595,,1.9595,145.3209,,145.3209,9.49385,,9.49385,15.3069,,0.223617,,0.223617
3330,1,0.203943,4236,2487,2488,6600,0.203943,60,3,2,,-1,-1,-1,-1,,-1,-1,-1,0.203943,0.204332,,,1,3330,576.5435,,576.5435,0.204332,,0.204332,0.0873551,,0.0873551,117.5820,,117.5820,1.96344,,1.96344,59.8858,,0.204332,,0.204332
3331,1,0.332799,4237,2002,2489,6600,0.332799,60,3,2,,-1,-1,-1,-1,,-1,-1,-1,0.332799,0.332972,,,1,3331,301.3109,,301.3109,0.332972,,0.332972,0.0456532,,0.0456532,100.2760,,100.2760,1.67214,,1.67214,59.9688,,0.332972,,0.332972
3332,1,0.929879,4238,2002,2490,6600,0.929879,60,3,2,,-1,-1,-1,-1,,-1,-1,-1,0.929879,0.930927,,,1,3332,443.1225,,443.1225,0.930927,,0.930927,0.0671398,,0.0671398,412.0503,,412.0503,6.87524,,6.87524,59.9325,,0.930927,,0.930927
3333,1,0.056115,4239,99,2491,1300,0.056115,30,1,4,,-1,-1,-1,-1,,-1,-1,-1,0.11223,0.140118,,,1,3333,1296.0703,,1296.0703,0.140118,,0.140118,0.996977,,0.996977,72.7290,,72.7290,3.02672,,3.02672,24.0290,,0.140118,,0.140118
3334,1,0.103407,4240,99,2492,4000,0.103407,45,2,3,,-1,-1,-1,-1,,-1,-1,-1,0.137876,0.142899,,,1,3334,1526.9303,,1526.9303,0.142899,,0.142899,0.381733,,0.381733,157.8953,,157.8953,3.63661,,3.63661,43.4183,,0.142899,,0.142899
3335,0,0.0953988,4241,2493,1984,1300,0.095399,30,1,5,3336,4242,1984,2493,1300,0.095399,30,1,5,0.190798,0.206954,0.190798,0.191317,0,3335,756.5736,135.6000,892.1736,0.206954,0.191317,0.206954,0.58198,0.104308,0.58198,72.1764,12.9361,85.1125,2.6096,0.432376,3.04197,27.6581,29.9186,0.206954,0.191317,0.206954
3337,0,0.120227,4243,2493,2494,1300,0.120227,30,1,5,3338,4244,2494,2493,1300,0.120227,30,1,5,0.240454,0.241108,0.240454,0.260814,0,3337,135.6000,756.5736,892.1736,0.241108,0.260814,0.260814,0.104308,0.58198,0.58198,16.3028,90.9606,107.2634,0.544904,3.28876,3.83366,29.9186,27.6581,0.241108,0.260814,0.260814
3339,1,0.0984514,4245,2319,2495,4000,0.098451,45,2,3,,-1,-1,-1,-1,,-1,-1,-1,0.131268,0.131294,,,1,3339,113.4000,,113.4000,0.131294,,0.131294,0.02835,,0.02835,11.1643,,11.1643,0.248146,,0.248146,44.9910,,0.131294,,0.131294
3340,1,2.33628,4246,1961,2496,6600,2.33628,60,3,1,,-1,-1,-1,-1,,-1,-1,-1,2.33628,2.40143,,,1,3340,2204.2108,,2204.2108,2.40143,,2.40143,0.333971,,0.333971,5149.6560,,5149.6560,88.2208,,88.2208,58.3723,,2.40143,,2.40143
3341,0,0.0443036,4247,2497,971,1300,0.044304,30,1,4,3342,4248,971,2497,1300,0.044304,30,1,4,0.088608,0.0900479,0.088608,0.109854,0,3341,331.4364,1273.1437,1604.5801,0.0900479,0.109854,0.109854,0.254951,0.979341,0.979341,14.6840,56.4054,71.0893,0.497419,2.331,2.82842,29.5203,24.1979,0.0900479,0.109854,0.109854
3343,0,0.0110412,4249,2498,650,1300,0.011041,30,1,4,3344,4250,650,2498,1300,0.011041,30,1,4,0.022082,0.0251151,0.022082,0.0221442,0,3343,963.6000,138.0000,1101.6000,0.0251151,0.0221442,0.0251151,0.741231,0.106154,0.741231,10.6391,1.52366,12.1628,0.403348,0.0509317,0.45428,26.3770,29.9157,0.0251151,0.0221442,0.0251151
3345,0,0.0806966,4251,2498,995,1300,0.080697,30,1,4,3346,4252,995,2498,1300,0.080697,30,1,4,0.161394,0.161849,0.161394,0.183562,0,3345,138.0000,963.6000,1101.6000,0.161849,0.183562,0.183562,0.106154,0.741231,0.741231,11.1362,77.7596,88.8958,0.372252,2.94801,3.32026,29.9157,26.3770,0.161849,0.183562,0.183562
3347,0,0.0547339,4253,2497,2499,1300,0.054734,30,1,4,3348,4254,2499,2497,1300,0.054734,30,1,4,0.109468,0.135716,0.109468,0.111247,0,3347,1273.1437,331.4364,1604.5801,0.135716,0.111247,0.135716,0.979341,0.254951,0.979341,69.6842,18.1408,87.8251,2.87977,0.614521,3.49429,24.1979,29.5203,0.135716,0.111247,0.135716
3349,1,0.050485,4255,2500,2136,4000,0.050485,45,2,3,,-1,-1,-1,-1,,-1,-1,-1,0.0673133,0.068114,,,1,3349,872.5149,,872.5149,0.068114,,0.068114,0.218129,,0.218129,44.0489,,44.0489,0.990508,,0.990508,44.4710,,0.068114,,0.068114
3350,1,0.0423647,4256,2500,2134,4000,0.042365,45,2,3,,-1,-1,-1,-1,,-1,-1,-1,0.0564867,0.0564867,,,1,3350,0.0000,,0.0000,0.0564867,,0.0564867,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,45.0000,,0.0564867,,0.0564867
3351,1,0.145039,4257,971,2501,4000,0.145039,45,2,3,,-1,-1,-1,-1,,-1,-1,-1,0.193385,0.193406,,,1,3351,82.2000,,82.2000,0.193406,,0.193406,0.02055,,0.02055,11.9222,,11.9222,0.264966,,0.264966,44.9953,,0.193406,,0.193406
3352,0,0.0643583,4258,2502,2503,1300,0.064358,30,1,5,3353,4259,2503,2502,1300,0.064358,30,1,5,0.128716,0.128756,0.128716,0.128728,0,3352,45.6000,25.2000,70.8000,0.128756,0.128728,0.128756,0.0350769,0.0193846,0.0350769,2.93472,1.62182,4.55655,0.0978543,0.0540658,0.15192,29.9908,29.9972,0.128756,0.128728,0.128756
3354,0,0.0982536,4260,2502,1792,1300,0.098254,30,1,5,3355,4261,1792,2502,1300,0.098254,30,1,5,0.196508,0.196526,0.196508,0.196568,0,3354,25.2000,45.6000,70.8000,0.196526,0.196568,0.196568,0.0193846,0.0350769,0.0350769,2.476,4.48038,6.95638,0.0825411,0.149392,0.231933,29.9972,29.9908,0.196526,0.196568,0.196568
3356,1,0.0668053,4262,2504,2505,1300,0.066805,30,1,4,,-1,-1,-1,-1,,-1,-1,-1,0.13361,0.13372,,,1,3356,74.4545,,74.4545,0.13372,,0.13372,0.0572727,,0.0572727,4.97393,,4.97393,0.165934,,0.165934,29.9754,,0.13372,,0.13372
3357,1,0.107304,4263,2504,2506,4000,0.107304,45,2,3,,-1,-1,-1,-1,,-1,-1,-1,0.143072,0.143179,,,1,3357,218.8323,,218.8323,0.143179,,0.143179,0.0547081,,0.0547081,23.4816,,23.4816,0.522203,,0.522203,44.9664,,0.143179,,0.143179
3358,0,0.00840609,4264,2503,2507,1300,0.008406,30,1,5,3359,4265,2507,2503,1300,0.008406,30,1,5,0.016812,0.0168172,0.016812,0.0168136,0,3358,45.6000,25.2000,70.8000,0.0168172,0.0168136,0.0168172,0.0350769,0.0193846,0.0350769,0.383314,0.211831,0.595145,0.0127811,0.0070617,0.0198428,29.9908,29.9972,0.0168172,0.0168136,0.0168172
3360,0,0.0631015,4270,2508,2509,1300,0.063102,30,1,5,3361,4271,2509,2508,1300,0.063102,30,1,5,0.126204,0.126245,0.126204,0.126694,0,3360,46.8534,162.0000,208.8534,0.126245,0.126694,0.126694,0.0360411,0.124615,0.124615,2.95654,10.2225,13.1791,0.0985834,0.342074,0.440657,29.9903,29.8840,0.126245,0.126694,0.126694
3362,0,0.0934547,4272,2508,2510,1300,0.093455,30,1,5,3363,4273,2510,2508,1300,0.093455,30,1,5,0.18691,0.203066,0.18691,0.188926,0,3362,764.4000,270.0534,1034.4534,0.203066,0.188926,0.203066,0.588,0.207733,0.588,71.4370,25.2378,96.6748,2.58706,0.850337,3.43739,27.6132,29.6798,0.203066,0.188926,0.203066
3364,0,0.00687319,4276,268,909,1300,0.006873,30,1,5,3365,4277,909,268,1300,0.006873,30,1,5,0.013746,0.013746,0.013746,0.013746,0,3364,0.0000,0.0000,0.0000,0.013746,0.013746,0.013746,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,30.0000,0.013746,0.013746,0.013746
3366,0,0.0488976,4282,1152,2511,1300,0.048898,30,1,5,3367,4283,2511,1152,1300,0.048898,30,1,5,0.097796,0.0978785,0.097796,0.12425,0,3366,75.5307,1352.2499,1427.7806,0.0978785,0.12425,0.12425,0.0581005,1.04019,1.04019,3.6933,66.1223,69.8156,0.123214,2.80028,2.92349,29.9747,23.6128,0.0978785,0.12425,0.12425
3368,1,0.0319547,4284,2512,2513,1300,0.031955,30,1,4,,-1,-1,-1,-1,,-1,-1,-1,0.06391,0.064313,,,1,3368,206.4682,,206.4682,0.064313,,0.064313,0.158822,,0.158822,6.59769,,6.59769,0.22131,,0.22131,29.8120,,0.064313,,0.064313
3369,0,0.0191044,4289,2514,2515,1300,0.019104,30,1,5,3370,4290,2515,2514,1300,0.019104,30,1,5,0.038208,0.0382104,0.038208,0.0382304,0,3369,20.4000,63.0000,83.4000,0.0382104,0.0382304,0.0382304,0.0156923,0.0484615,0.0484615,0.389722,1.20355,1.59327,0.0129915,0.040142,0.0531335,29.9982,29.9824,0.0382104,0.0382304,0.0382304
3371,0,0.1046,4291,2514,2516,1300,0.1046,30,1,5,3372,4292,2516,2514,1300,0.1046,30,1,5,0.2092,0.209323,0.2092,0.209213,0,3371,63.0000,20.4000,83.4000,0.209323,0.209213,0.209323,0.0484615,0.0156923,0.0484615,6.5898,2.13384,8.72364,0.219789,0.0711324,0.290921,29.9824,29.9982,0.209323,0.209213,0.209323
3373,1,0.0796402,4293,2512,1835,1300,0.07964,30,1,4,,-1,-1,-1,-1,,-1,-1,-1,0.15928,0.167747,,,1,3373,599.4482,,599.4482,0.167747,,0.167747,0.461114,,0.461114,47.7401,,47.7401,1.67593,,1.67593,28.4858,,0.167747,,0.167747
3374,1,0.0680323,4294,2517,648,1300,0.068032,30,1,4,,-1,-1,-1,-1,,-1,-1,-1,0.136064,0.136064,,,1,3374,3,,3,0.136064,,0.136064,0.00230769,,0.00230769,0.204096,,0.204096,0.00680321,,0.00680321,30.0000,,0.136064,,0.136064
3375,0,0.0427468,4295,2517,649,1300,0.042747,30,1,5,3376,4296,649,2517,1300,0.042747,30,1,5,0.085494,0.0854978,0.085494,0.0855442,0,3375,17.4000,63.0000,80.4000,0.0854978,0.0855442,0.0855442,0.0133846,0.0484615,0.0484615,0.743798,2.69306,3.43686,0.0247944,0.0898214,0.114616,29.9987,29.9824,0.0854978,0.0855442,0.0855442
3377,0,0.051897,4297,2517,2515,1300,0.051897,30,1,5,3378,4298,2515,2517,1300,0.051897,30,1,5,0.103794,0.103855,0.103794,0.1038,0,3377,63.0000,20.4000,83.4000,0.103855,0.1038,0.103855,0.0484615,0.0156923,0.0484615,3.26951,1.0587,4.32821,0.109048,0.0352921,0.14434,29.9824,29.9982,0.103855,0.1038,0.103855
3379,1,0.0594268,4303,2518,1402,1300,0.059427,30,1,5,,-1,-1,-1,-1,,-1,-1,-1,0.118854,0.118854,,,1,3379,0.0000,,0.0000,0.118854,,0.118854,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,30.0000,,0.118854,,0.118854
3380,1,0.0866772,4304,2519,2520,4000,0.086677,45,2,3,,-1,-1,-1,-1,,-1,-1,-1,0.115569,0.151154,,,1,3380,4439.1717,,4439.1717,0.151154,,0.151154,1.10979,,1.10979,384.7741,,384.7741,11.1833,,11.1833,34.4060,,0.151154,,0.151154
3381,1,0.158984,4305,2521,1265,1300,0.158984,30,1,5,,-1,-1,-1,-1,,-1,-1,-1,0.317968,0.317968,,,1,3381,0.0000,,0.0000,0.317968,,0.317968,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,30.0000,,0.317968,,0.317968
3382,1,0.0648162,4306,2521,2520,1300,0.064816,30,1,5,,-1,-1,-1,-1,,-1,-1,-1,0.129632,0.129632,,,1,3382,0.0000,,0.0000,0.129632,,0.129632,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,30.0000,,0.129632,,0.129632
3383,0,0.048059,4309,1202,2522,1300,0.048059,30,1,5,3384,4310,2522,1202,1300,0.048059,30,1,5,0.096118,0.0961192,0.096118,0.0971949,0,3383,9,275.2121,284.2121,0.0961192,0.0971949,0.0971949,0.00692308,0.211702,0.211702,0.432531,13.2264,13.6589,0.0144179,0.44582,0.460238,29.9996,29.6676,0.0961192,0.0971949,0.0971949
3385,0,0.00672231,4311,1203,2522,1300,0.006722,30,1,5,3386,4312,2522,1203,1300,0.006722,30,1,5,0.013444,0.0135946,0.013444,0.0134442,0,3385,275.2121,9,284.2121,0.0135946,0.0134442,0.0135946,0.211702,0.00692308,0.211702,1.84998,0.060498,1.91047,0.0623568,0.00201662,0.0643734,29.6676,29.9996,0.0135946,0.0134442,0.0135946
3387,0,0.0765018,4315,2523,2524,1300,0.076502,30,1,5,3388,4316,2524,2523,1300,0.076502,30,1,5,0.153004,0.153042,0.153004,0.153011,0,3387,40.8000,18.0000,58.8000,0.153042,0.153011,0.153042,0.0313846,0.0138462,0.0313846,3.12128,1.37704,4.49832,0.104068,0.0459034,0.149972,29.9926,29.9986,0.153042,0.153011,0.153042
3389,0,0.0473559,4317,2523,2525,1300,0.047356,30,1,5,3390,4318,2525,2523,1300,0.047356,30,1,5,0.094712,0.0947165,0.094712,0.0947353,0,3389,18.0000,40.8000,58.8000,0.0947165,0.0947353,0.0947353,0.0138462,0.0313846,0.0313846,0.852408,1.93212,2.78453,0.028415,0.06442,0.092835,29.9986,29.9926,0.0947165,0.0947353,0.0947353
3391,0,0.0446363,4319,2526,2527,1300,0.044636,30,1,4,3392,4320,2527,2526,1300,0.044636,30,1,4,0.089272,0.0892816,0.089272,0.0892854,0,3391,27.0000,31.8000,58.8000,0.0892816,0.0892854,0.0892854,0.0207692,0.0244615,0.0244615,1.20517,1.41942,2.6246,0.0401767,0.0473212,0.087498,29.9968,29.9955,0.0892816,0.0892854,0.0892854
3393,1,0.0567043,4321,2526,2528,1300,0.056704,30,1,5,,-1,-1,-1,-1,,-1,-1,-1,0.113408,0.113507,,,1,3393,76.8000,,76.8000,0.113507,,0.113507,0.0590769,,0.0590769,4.35487,,4.35487,0.145289,,0.145289,29.9738,,0.113507,,0.113507
3394,0,0.0392951,4322,2526,2529,1300,0.039295,30,1,4,3395,4323,2529,2526,1300,0.039295,30,1,4,0.07859,0.0786018,0.07859,0.0787153,0,3394,31.8000,103.8000,135.6000,0.0786018,0.0787153,0.0787153,0.0244615,0.0798462,0.0798462,1.24958,4.07882,5.3284,0.0416589,0.136177,0.177836,29.9955,29.9523,0.0786018,0.0787153,0.0787153
3396,1,0.0177186,4324,1645,1413,1300,0.017719,30,1,4,,-1,-1,-1,-1,,-1,-1,-1,0.035438,0.0370925,,,1,3396,561.7808,,561.7808,0.0370925,,0.0370925,0.432139,,0.432139,9.95419,,9.95419,0.347297,,0.347297,28.6619,,0.0370925,,0.0370925
3397,1,0.0328581,4325,1645,2530,1300,0.032858,30,1,5,,-1,-1,-1,-1,,-1,-1,-1,0.065716,0.0699954,,,1,3397,663.4853,,663.4853,0.0699954,,0.0699954,0.510373,,0.510373,21.8008,,21.8008,0.774016,,0.774016,28.1658,,0.0699954,,0.0699954
3398,0,0.0135974,4326,2531,695,1300,0.013597,30,1,4,3399,4327,695,2531,1300,0.013597,30,1,4,0.027194,0.0272436,0.027194,0.0331048,0,3398,111.0000,1212.1553,1323.1553,0.0272436,0.0331048,0.0331048,0.0853846,0.932427,0.932427,1.50927,16.4817,17.9909,0.0504006,0.668802,0.719202,29.9454,24.6436,0.0272436,0.0331048,0.0331048
3400,0,0.0149066,4330,704,2532,1300,0.014907,30,1,5,3401,4331,2532,704,1300,0.014907,30,1,5,0.029814,0.029814,0.029814,0.029898,0,3400,0.0000,138.0032,138.0032,0.029814,0.029898,0.029898,0.0000,0.106156,0.106156,0.0000,2.05721,2.05721,0.0000,0.068767,0.068767,30.0000,29.9157,0.029814,0.029898,0.029898
3402,0,0.0449184,4332,2531,2533,1300,0.044918,30,1,4,3403,4333,2533,2531,1300,0.044918,30,1,4,0.089836,0.116405,0.089836,0.0900069,0,3402,1413.9438,113.4000,1527.3438,0.116405,0.0900069,0.116405,1.08765,0.0872308,1.08765,63.5115,5.0937,68.6052,2.74316,0.170113,2.91327,23.1527,29.9430,0.116405,0.0900069,0.116405
3404,1,0.1054,4334,2534,2439,4000,0.1054,45,2,3,,-1,-1,-1,-1,,-1,-1,-1,0.140533,0.140966,,,1,3404,444.0000,,444.0000,0.140966,,0.140966,0.111,,0.111,46.7976,,46.7976,1.04315,,1.04315,44.8618,,0.140966,,0.140966
3405,1,1.07424,4335,2535,2536,6600,1.07424,60,3,2,,-1,-1,-1,-1,,-1,-1,-1,1.07424,1.07739,,,1,3405,714.6000,,714.6000,1.07739,,1.07739,0.108273,,0.108273,767.6533,,767.6533,12.8317,,12.8317,59.8247,,1.07739,,1.07739
3406,1,0.152604,4336,2535,2537,4000,0.152604,45,2,3,,-1,-1,-1,-1,,-1,-1,-1,0.203472,0.203474,,,1,3406,22.2000,,22.2000,0.203474,,0.203474,0.00555,,0.00555,3.38781,,3.38781,0.0752852,,0.0752852,44.9997,,0.203474,,0.203474
3407,1,0.225316,4337,2538,2018,4000,0.225316,45,2,3,,-1,-1,-1,-1,,-1,-1,-1,0.300421,0.302236,,,1,3407,621.7074,,621.7074,0.302236,,0.302236,0.155427,,0.155427,140.0806,,140.0806,3.1317,,3.1317,44.7299,,0.302236,,0.302236
3408,0,0.00540078,4338,2539,736,1300,0.005401,30,1,4,3409,4339,736,2539,1300,0.005401,30,1,4,0.010802,0.0121613,0.010802,0.0108146,0,3408,922.3234,88.9736,1011.2970,0.0121613,0.0108146,0.0121613,0.70948,0.0684413,0.70948,4.98147,0.480547,5.46202,0.186945,0.016037,0.202982,26.6468,29.9649,0.0121613,0.0108146,0.0121613
