"ID","Dir","Length","AB_Link_ID","AB_From_Node_","AB_To_Node_ID","AB_Capacity","AB_Length","AB_Free_Speed","AB_Lanes","AB_Link_Type","BA_DB_ID","BA_Link_ID","BA_From_Node_","BA_To_Node_ID","BA_Capacity","BA_Length","BA_Free_Speed","BA_Lanes","BA_Link_Type","AB_Free_Time","AB_UE_Time","BA_Free_Time","BA_UE_Time","direction","ID1","AB_Flow","BA_Flow","Tot_Flow","AB_Time","BA_Time","Max_Time","AB_VOC","BA_VOC","Max_VOC","AB_VKmT","BA_VKmT","Tot_VKmT","AB_VHT","BA_VHT","Tot_VHT","AB_Speed","BA_Speed","AB_VDF","BA_VDF","Max_VDF"
6658,0,0.15155,9039,4380,4382,1300,0.15155,30,1,4,6659,9040,4382,4380,1300,0.15155,30,1,4,0.3031,0.304765,0.3031,0.303101,0,6658,192.7109,5.4,198.1109,0.304765,0.303101,0.304765,0.148239,0.00415385,0.148239,29.2053,0.81837,30.0237,0.97886,0.0272791,1.00614,29.8361,29.9999,0.304765,0.303101,0.304765
6660,1,0.0760645,9045,4383,4384,1300,0.076064,30,1,5,,-1,-1,-1,-1,,-1,-1,-1,0.152128,0.152128,,,1,6660,0.0000,,0.0000,0.152128,,0.152128,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,30.0000,,0.152128,,0.152128
6661,0,0.022422,9048,3898,4385,1300,0.022422,30,1,5,6662,9049,4385,3898,1300,0.022422,30,1,5,0.044844,0.0449256,0.044844,0.0499137,0,6661,110.9312,874.2000,985.1312,0.0449256,0.0499137,0.0499137,0.0853317,0.672462,0.672462,2.4873,19.6013,22.0886,0.0830609,0.727242,0.810303,29.9455,26.9529,0.0449256,0.0499137,0.0499137
6663,1,0.0274854,9050,4386,3616,4000,0.027485,45,2,3,,-1,-1,-1,-1,,-1,-1,-1,0.0366467,0.0366467,,,1,6663,0.0000,,0.0000,0.0366467,,0.0366467,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,45.0000,,0.0366467,,0.0366467
6664,1,0.030523,9051,4387,4388,1300,0.030523,30,1,5,,-1,-1,-1,-1,,-1,-1,-1,0.061046,0.061046,,,1,6664,0.0000,,0.0000,0.061046,,0.061046,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,30.0000,,0.061046,,0.061046
6665,0,0.0357819,9054,4387,4355,1300,0.035782,30,1,4,6666,9055,4355,4387,1300,0.035782,30,1,4,0.071564,0.0715643,0.071564,0.0719571,0,6665,5.4,192.7109,198.1109,0.0715643,0.0719571,0.0719571,0.00415385,0.148239,0.148239,0.193223,6.89558,7.0888,0.00644079,0.231115,0.237556,29.9999,29.8361,0.0715643,0.0719571,0.0719571
6667,0,0.0465655,9056,4387,2697,1300,0.046566,30,1,4,6668,9057,2697,4387,1300,0.046566,30,1,4,0.093132,0.0936436,0.093132,0.0931324,0,6667,192.7109,5.4,198.1109,0.0936436,0.0931324,0.0936436,0.148239,0.00415385,0.148239,8.97378,0.251456,9.22523,0.300769,0.00838192,0.309151,29.8361,29.9999,0.0936436,0.0931324,0.0936436
6669,0,0.019506,9058,4388,4389,1300,0.019506,30,1,5,6670,9059,4389,4388,1300,0.019506,30,1,5,0.039012,0.039012,0.039012,0.0390154,0,6669,0.0000,24.4200,24.4200,0.039012,0.0390154,0.0390154,0.0000,0.0187846,0.0187846,0.0000,0.476336,0.476336,0.0000,0.0158793,0.0158793,30.0000,29.9974,0.039012,0.0390154,0.0390154
6671,0,0.0448322,9060,4388,2697,1300,0.044832,30,1,5,6672,9061,2697,4388,1300,0.044832,30,1,5,0.089664,0.0896719,0.089664,0.089664,0,6671,24.4200,0.0000,24.4200,0.0896719,0.089664,0.0896719,0.0187846,0.0000,0.0187846,1.0948,0.0000,1.0948,0.0364965,0.0000,0.0364965,29.9974,30.0000,0.0896719,0.089664,0.0896719
6673,1,0.0569469,9062,4390,1086,1300,0.056947,30,1,4,,-1,-1,-1,-1,,-1,-1,-1,0.113894,0.113894,,,1,6673,0.0000,,0.0000,0.113894,,0.113894,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,30.0000,,0.113894,,0.113894
6674,1,0.0431241,9063,4390,1084,1300,0.043124,30,1,4,,-1,-1,-1,-1,,-1,-1,-1,0.086248,0.108711,,,1,6674,1326.8809,,1326.8809,0.108711,,0.108711,1.02068,,1.02068,57.2204,,57.2204,2.40411,,2.40411,23.8011,,0.108711,,0.108711
6675,1,0.0255471,9068,4391,2370,1300,0.025547,30,1,5,,-1,-1,-1,-1,,-1,-1,-1,0.051094,0.051094,,,1,6675,0.0000,,0.0000,0.051094,,0.051094,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,30.0000,,0.051094,,0.051094
6676,1,0.0309308,9069,4391,1050,1300,0.030931,30,1,4,,-1,-1,-1,-1,,-1,-1,-1,0.061862,0.0619127,,,1,6676,74.4000,,74.4000,0.0619127,,0.0619127,0.0572308,,0.0572308,2.30127,,2.30127,0.0767717,,0.0767717,29.9755,,0.0619127,,0.0619127
6677,1,0.0533615,9074,1784,3040,1300,0.053361,30,1,4,,-1,-1,-1,-1,,-1,-1,-1,0.106722,0.106722,,,1,6677,0.0000,,0.0000,0.106722,,0.106722,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,30.0000,,0.106722,,0.106722
6678,1,0.0501449,9075,1784,2039,6600,0.050145,60,3,2,,-1,-1,-1,-1,,-1,-1,-1,0.050145,0.0501476,,,1,6678,94.2000,,94.2000,0.0501476,,0.0501476,0.0142727,,0.0142727,4.72366,,4.72366,0.0787317,,0.0787317,59.9969,,0.0501476,,0.0501476
6679,1,0.0306052,9076,621,588,1300,0.030605,30,1,5,,-1,-1,-1,-1,,-1,-1,-1,0.06121,0.0612103,,,1,6679,6,,6,0.0612103,,0.0612103,0.00461538,,0.00461538,0.18363,,0.18363,0.00612103,,0.00612103,29.9998,,0.0612103,,0.0612103
6680,1,0.00814887,9085,3219,4392,4000,0.008149,45,2,3,,-1,-1,-1,-1,,-1,-1,-1,0.0108653,0.0129641,,,1,6680,3516.0509,,3516.0509,0.0129641,,0.0129641,0.879013,,0.879013,28.6523,,28.6523,0.75971,,0.75971,37.7148,,0.0129641,,0.0129641
6681,1,0.0132432,9088,3157,3899,4000,0.013243,45,2,3,,-1,-1,-1,-1,,-1,-1,-1,0.0176573,0.0200408,,,1,6681,2939.2309,,2939.2309,0.0200408,,0.0200408,0.734808,,0.734808,38.9242,,38.9242,0.981743,,0.981743,39.6481,,0.0200408,,0.0200408
6682,1,0.0351414,9089,3884,616,1300,0.035141,30,1,5,,-1,-1,-1,-1,,-1,-1,-1,0.070282,0.0706534,,,1,6682,189.0000,,189.0000,0.0706534,,0.0706534,0.145385,,0.145385,6.64165,,6.64165,0.222558,,0.222558,29.8423,,0.0706534,,0.0706534
6683,1,0.0317546,9090,3884,3157,4000,0.031755,45,2,3,,-1,-1,-1,-1,,-1,-1,-1,0.04234,0.04234,,,1,6683,0.0000,,0.0000,0.04234,,0.04234,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,45.0000,,0.04234,,0.04234
6684,1,0.0144998,9091,3380,3520,4000,0.0145,45,2,3,,-1,-1,-1,-1,,-1,-1,-1,0.0193333,0.0193441,,,1,6684,189.0000,,189.0000,0.0193441,,0.0193441,0.04725,,0.04725,2.7405,,2.7405,0.060934,,0.060934,44.9749,,0.0193441,,0.0193441
6685,1,0.0540959,9092,4393,2868,1300,0.054096,30,1,4,,-1,-1,-1,-1,,-1,-1,-1,0.108192,0.108192,,,1,6685,0.0000,,0.0000,0.108192,,0.108192,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,30.0000,,0.108192,,0.108192
6686,1,0.0170609,9093,4393,4293,1300,0.017061,30,1,4,,-1,-1,-1,-1,,-1,-1,-1,0.034122,0.034122,,,1,6686,0.0000,,0.0000,0.034122,,0.034122,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,30.0000,,0.034122,,0.034122
6687,1,0.0218621,9094,4315,4313,1300,0.021862,30,1,4,,-1,-1,-1,-1,,-1,-1,-1,0.043724,0.043724,,,1,6687,0.0000,,0.0000,0.043724,,0.043724,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,30.0000,,0.043724,,0.043724
6688,1,0.0151023,9095,2173,4394,4000,0.015102,45,2,3,,-1,-1,-1,-1,,-1,-1,-1,0.020136,0.020246,,,1,6688,591.2335,,591.2335,0.020246,,0.020246,0.147808,,0.147808,8.92881,,8.92881,0.199502,,0.199502,44.7556,,0.020246,,0.020246
6689,1,0.0185212,9096,367,368,4000,0.018521,45,2,3,,-1,-1,-1,-1,,-1,-1,-1,0.0246947,0.0521513,,,1,6689,8435.5305,,8435.5305,0.0521513,,0.0521513,2.10888,,2.10888,156.2345,,156.2345,7.33207,,7.33207,21.3084,,0.0521513,,0.0521513
6690,1,0.045005,9097,4395,4396,4000,0.045005,45,2,3,,-1,-1,-1,-1,,-1,-1,-1,0.0600067,0.0601946,,,1,6690,447.6529,,447.6529,0.0601946,,0.0601946,0.111913,,0.111913,20.1466,,20.1466,0.449104,,0.449104,44.8595,,0.0601946,,0.0601946
6691,1,0.0582704,9098,4397,3355,4000,0.05827,45,2,3,,-1,-1,-1,-1,,-1,-1,-1,0.0776933,0.0777138,,,1,6691,129.7847,,129.7847,0.0777138,,0.0777138,0.0324462,,0.0324462,7.56256,,7.56256,0.168101,,0.168101,44.9882,,0.0777138,,0.0777138
6692,1,0.0902119,9099,4397,2218,4000,0.090212,45,2,3,,-1,-1,-1,-1,,-1,-1,-1,0.120283,0.12114,,,1,6692,675.5135,,675.5135,0.12114,,0.12114,0.168878,,0.168878,60.9394,,60.9394,1.36386,,1.36386,44.6814,,0.12114,,0.12114
6693,1,0.0380281,9100,2608,2048,1300,0.038028,30,1,5,,-1,-1,-1,-1,,-1,-1,-1,0.076056,0.0778042,,,1,6693,394.1869,,394.1869,0.0778042,,0.0778042,0.303221,,0.303221,14.9901,,14.9901,0.511157,,0.511157,29.3259,,0.0778042,,0.0778042
6694,1,0.0122682,9101,2608,2049,1300,0.012268,30,1,5,,-1,-1,-1,-1,,-1,-1,-1,0.024536,0.0245365,,,1,6694,11.8018,,11.8018,0.0245365,,0.0245365,0.00907828,,0.00907828,0.144784,,0.144784,0.00482623,,0.00482623,29.9994,,0.0245365,,0.0245365
6695,1,0.0428127,9102,4398,2042,1300,0.042813,30,1,5,,-1,-1,-1,-1,,-1,-1,-1,0.085626,0.0856278,,,1,6695,11.8018,,11.8018,0.0856278,,0.0856278,0.00907828,,0.00907828,0.505269,,0.505269,0.0168426,,0.0168426,29.9994,,0.0856278,,0.0856278
6696,1,0.0163105,9103,4398,2043,1300,0.01631,30,1,5,,-1,-1,-1,-1,,-1,-1,-1,0.03262,0.032667,,,1,6696,98.6572,,98.6572,0.032667,,0.032667,0.0758901,,0.0758901,1.6091,,1.6091,0.0537139,,0.0537139,29.9569,,0.032667,,0.032667
6697,1,0.0197443,9104,4399,4400,1300,0.019744,30,1,5,,-1,-1,-1,-1,,-1,-1,-1,0.039488,0.0399252,,,1,6697,273.5796,,273.5796,0.0399252,,0.0399252,0.210446,,0.210446,5.40155,,5.40155,0.182045,,0.182045,29.6715,,0.0399252,,0.0399252
6698,1,0.0298936,9105,4401,4280,1300,0.029894,30,1,5,,-1,-1,-1,-1,,-1,-1,-1,0.059788,0.0604039,,,1,6698,263.8942,,263.8942,0.0604039,,0.0604039,0.202996,,0.202996,7.88885,,7.88885,0.265671,,0.265671,29.6941,,0.0604039,,0.0604039
6699,1,0.0164946,9106,4401,4399,1300,0.016495,30,1,5,,-1,-1,-1,-1,,-1,-1,-1,0.03299,0.03299,,,1,6699,0.0000,,0.0000,0.03299,,0.03299,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,30.0000,,0.03299,,0.03299
6700,1,0.00867772,9107,4402,4401,1300,0.008678,30,1,5,,-1,-1,-1,-1,,-1,-1,-1,0.017356,0.0175348,,,1,6700,263.8942,,263.8942,0.0175348,,0.0175348,0.202996,,0.202996,2.29007,,2.29007,0.0771222,,0.0771222,29.6941,,0.0175348,,0.0175348
6701,1,0.11353,9108,4403,3358,4000,0.11353,45,2,3,,-1,-1,-1,-1,,-1,-1,-1,0.151373,0.151689,,,1,6701,365.1152,,365.1152,0.151689,,0.151689,0.0912788,,0.0912788,41.4515,,41.4515,0.923064,,0.923064,44.9065,,0.151689,,0.151689
6702,1,0.038506,9109,4404,4405,1300,0.038506,30,1,5,,-1,-1,-1,-1,,-1,-1,-1,0.077012,0.0779055,,,1,6702,280.0496,,280.0496,0.0779055,,0.0779055,0.215423,,0.215423,10.7836,,10.7836,0.363623,,0.363623,29.6559,,0.0779055,,0.0779055
6703,1,0.0189428,9110,4404,4402,1300,0.018943,30,1,5,,-1,-1,-1,-1,,-1,-1,-1,0.037886,0.037886,,,1,6703,0.0000,,0.0000,0.037886,,0.037886,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,30.0000,,0.037886,,0.037886
6704,1,0.00524177,9111,4406,4158,1300,0.005242,30,1,4,,-1,-1,-1,-1,,-1,-1,-1,0.010484,0.0118955,,,1,6704,954.0000,,954.0000,0.0118955,,0.0118955,0.733846,,0.733846,5.00087,,5.00087,0.189138,,0.189138,26.4403,,0.0118955,,0.0118955
6705,1,0.102724,9112,3358,1112,4000,0.102724,45,2,3,,-1,-1,-1,-1,,-1,-1,-1,0.136965,0.136976,,,1,6705,71.9850,,71.9850,0.136976,,0.136976,0.0179962,,0.0179962,7.39458,,7.39458,0.164337,,0.164337,44.9964,,0.136976,,0.136976
6706,0,0.0818444,9113,3358,4407,1300,0.081844,30,1,4,6720,9133,4407,3358,1300,0.081844,30,1,4,0.163688,0.210238,0.163688,0.279752,0,6706,1386.5210,2189.3429,3575.8639,0.210238,0.279752,0.279752,1.06655,1.68411,1.68411,113.4784,179.1846,292.6630,4.85833,10.2079,15.0662,23.3575,17.5535,0.210238,0.279752,0.279752
6707,0,0.221559,9114,3358,4408,1300,0.221559,30,1,4,6708,9115,4408,3358,1300,0.221559,30,1,4,0.443118,0.468509,0.443118,0.518372,0,6707,622.3782,1071.4656,1693.8438,0.468509,0.518372,0.518372,0.478752,0.824204,0.824204,137.8935,237.3929,375.2864,4.85983,9.25696,14.1168,28.3741,25.6448,0.468509,0.518372,0.518372
6709,0,0.210557,9120,522,797,1300,0.210557,30,1,5,6710,9121,797,522,1300,0.210557,30,1,5,0.421114,0.421296,0.421114,0.482837,0,6709,54.0000,995.4000,1049.4000,0.421296,0.482837,0.482837,0.0415385,0.765692,0.765692,11.3701,209.5884,220.9585,0.379166,8.01027,8.38943,29.9871,26.1650,0.421296,0.482837,0.482837
6711,1,0.0462782,9122,4409,4375,1300,0.046278,30,1,4,,-1,-1,-1,-1,,-1,-1,-1,0.092556,0.092556,,,1,6711,0.0000,,0.0000,0.092556,,0.092556,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,30.0000,,0.092556,,0.092556
6712,0,0.0687787,9123,4410,4411,1300,0.068779,30,1,4,6713,9124,4411,4410,1300,0.068779,30,1,4,0.137558,0.137558,0.137558,0.137606,0,6712,0.6,48.6000,49.2000,0.137558,0.137606,0.137606,0.000461538,0.0373846,0.0373846,0.0412674,3.34266,3.38393,0.00137558,0.111461,0.112836,30.0000,29.9895,0.137558,0.137606,0.137606
6714,0,0.267154,9125,4410,4412,1300,0.267154,30,1,5,6715,9126,4412,4410,1300,0.267154,30,1,5,0.534308,0.534495,0.534308,0.534308,0,6714,48.6000,0.6,49.2000,0.534495,0.534308,0.534495,0.0373846,0.000461538,0.0373846,12.9837,0.160292,13.1440,0.432941,0.00534308,0.438284,29.9895,30.0000,0.534495,0.534308,0.534495
6716,0,0.0649823,9127,4410,4413,1300,0.064982,30,1,4,6717,9128,4413,4410,1300,0.064982,30,1,4,0.129964,0.129964,0.129964,0.129964,0,6716,0.0000,0.0000,0.0000,0.129964,0.129964,0.129964,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,30.0000,0.129964,0.129964,0.129964
6718,1,0.232068,9131,4310,2428,1300,0.232068,30,1,5,,-1,-1,-1,-1,,-1,-1,-1,0.464136,0.464136,,,1,6718,0.0000,,0.0000,0.464136,,0.464136,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,30.0000,,0.464136,,0.464136
6719,1,0.308106,9132,4407,3560,4000,0.308106,45,2,3,,-1,-1,-1,-1,,-1,-1,-1,0.410808,0.446202,,,1,6719,2348.1977,,2348.1977,0.446202,,0.446202,0.587049,,0.587049,723.4938,,723.4938,17.4628,,17.4628,41.4305,,0.446202,,0.446202
6721,0,0.0267924,9134,4407,4414,1300,0.026792,30,1,4,6722,9135,4414,4407,1300,0.026792,30,1,4,0.053584,0.054421,0.053584,0.0668931,0,6721,324.9556,1295.7749,1620.7305,0.054421,0.0668931,0.0668931,0.249966,0.99675,0.99675,8.70621,34.7164,43.4226,0.29474,1.44464,1.73938,29.5386,24.0312,0.054421,0.0668931,0.0668931
6723,1,0.0430863,9136,4084,1942,4000,0.043086,45,2,3,,-1,-1,-1,-1,,-1,-1,-1,0.057448,0.0615441,,,1,6723,2136.1791,,2136.1791,0.0615441,,0.0615441,0.534045,,0.534045,92.0394,,92.0394,2.19115,,2.19115,42.0050,,0.0615441,,0.0615441
6724,0,0.107881,9137,4415,3548,1300,0.107881,30,1,5,6725,9138,3548,4415,1300,0.107881,30,1,5,0.215762,0.215762,0.215762,0.215762,0,6724,0.0000,0.0000,0.0000,0.215762,0.215762,0.215762,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,30.0000,0.215762,0.215762,0.215762
6726,1,0.0567804,9139,2626,861,1300,0.05678,30,1,4,,-1,-1,-1,-1,,-1,-1,-1,0.11356,0.118321,,,1,6726,532.3540,,532.3540,0.118321,,0.118321,0.409503,,0.409503,30.2271,,30.2271,1.04981,,1.04981,28.7929,,0.118321,,0.118321
6727,1,0.0318546,9140,4416,3380,1300,0.031855,30,1,4,,-1,-1,-1,-1,,-1,-1,-1,0.06371,0.06371,,,1,6727,0.0000,,0.0000,0.06371,,0.06371,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,30.0000,,0.06371,,0.06371
6728,0,0.0421845,9141,4415,1920,1300,0.042185,30,1,5,6729,9142,1920,4415,1300,0.042185,30,1,5,0.08437,0.08437,0.08437,0.08437,0,6728,0.0000,0.0000,0.0000,0.08437,0.08437,0.08437,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,30.0000,0.08437,0.08437,0.08437
6730,1,0.0395409,9143,4417,128,6600,0.039541,60,3,2,,-1,-1,-1,-1,,-1,-1,-1,0.039541,0.039541,,,1,6730,0.0000,,0.0000,0.039541,,0.039541,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,60.0000,,0.039541,,0.039541
6731,1,0.0288555,9144,4417,126,1300,0.028856,30,1,4,,-1,-1,-1,-1,,-1,-1,-1,0.057712,0.057712,,,1,6731,0.0000,,0.0000,0.057712,,0.057712,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,30.0000,,0.057712,,0.057712
6732,0,0.0116177,9147,3461,4418,1300,0.011618,30,1,5,6733,9148,4418,3461,1300,0.011618,30,1,5,0.023236,0.0233009,0.023236,0.0235001,0,6732,137.4000,277.2000,414.6000,0.0233009,0.0235001,0.0235001,0.105692,0.213231,0.213231,1.59631,3.22051,4.81682,0.053359,0.108571,0.16193,29.9165,29.6628,0.0233009,0.0235001,0.0235001
6734,1,0.0469824,9149,3461,4163,1300,0.046982,30,1,5,,-1,-1,-1,-1,,-1,-1,-1,0.093964,0.0950321,,,1,6734,277.2000,,277.2000,0.0950321,,0.0950321,0.213231,,0.213231,13.0234,,13.0234,0.439048,,0.439048,29.6628,,0.0950321,,0.0950321
6735,0,0.0759335,9154,2271,4419,1300,0.075933,30,1,5,6736,9155,4419,2271,1300,0.075933,30,1,5,0.151866,0.152559,0.151866,0.155717,0,6735,175.6093,414.0300,589.6393,0.152559,0.155717,0.155717,0.135084,0.318485,0.318485,13.3345,31.4385,44.7731,0.446512,1.07453,1.52104,29.8638,29.2581,0.152559,0.155717,0.155717
6737,0,0.146913,9156,4420,4421,1300,0.146913,30,1,5,6738,9157,4421,4420,1300,0.146913,30,1,5,0.293826,0.294031,0.293826,0.294234,0,6737,68.7491,96.9267,165.6758,0.294031,0.294234,0.294234,0.0528839,0.074559,0.074559,10.1001,14.2398,24.3399,0.336907,0.475319,0.812226,29.9790,29.9584,0.294031,0.294234,0.294234
6739,0,0.181757,9158,4420,4422,1300,0.181757,30,1,5,6740,9159,4422,4420,1300,0.181757,30,1,5,0.363514,0.364019,0.363514,0.363768,0,6739,96.9267,68.7491,165.6758,0.364019,0.363768,0.364019,0.074559,0.0528839,0.074559,17.6171,12.4956,30.1127,0.588053,0.416812,1.00487,29.9584,29.9790,0.364019,0.363768,0.364019
6741,1,0.150959,9162,2774,1744,4000,0.150959,45,2,3,,-1,-1,-1,-1,,-1,-1,-1,0.201279,0.202992,,,1,6741,738.0773,,738.0773,0.202992,,0.202992,0.184519,,0.184519,111.4194,,111.4194,2.49706,,2.49706,44.6202,,0.202992,,0.202992
6742,0,0.022019,9163,4423,309,1300,0.022019,30,1,4,6743,9164,309,4423,1300,0.022019,30,1,4,0.044038,0.0446096,0.044038,0.0984362,0,6742,296.2203,2889.6934,3185.9137,0.0446096,0.0984362,0.0984362,0.227862,2.22284,2.22284,6.52247,63.6282,70.1506,0.220238,4.74084,4.96108,29.6156,13.4213,0.0446096,0.0984362,0.0984362
6744,0,0.0780786,9165,4055,4424,4000,0.078079,45,2,3,6745,9166,4424,4055,4000,0.078079,45,2,3,0.104105,0.104247,0.104105,0.123721,0,6744,294.6022,3472.6186,3767.2207,0.104247,0.123721,0.123721,0.0736505,0.868155,0.868155,23.0022,271.1386,294.1408,0.511854,7.16061,7.67246,44.9391,37.8653,0.104247,0.123721,0.123721
6746,1,0.180355,9167,4423,352,4000,0.180355,45,2,3,,-1,-1,-1,-1,,-1,-1,-1,0.240473,0.274781,,,1,6746,3021.7073,,3021.7073,0.274781,,0.274781,0.755427,,0.755427,544.9800,,544.9800,13.8385,,13.8385,39.3815,,0.274781,,0.274781
6747,0,0.318858,9168,4423,4425,1300,0.318858,30,1,4,6748,9169,4425,4423,1300,0.318858,30,1,4,0.637716,0.894551,0.637716,0.657013,0,6747,1650.0111,452.2754,2102.2865,0.894551,0.657013,0.894551,1.26924,0.347904,1.26924,526.1192,144.2116,670.3309,24.6003,4.95251,29.5528,21.3867,29.1189,0.894551,0.657013,0.894551
6749,1,0.19203,9170,4426,4423,4000,0.19203,45,2,3,,-1,-1,-1,-1,,-1,-1,-1,0.25604,0.266617,,,1,6749,1625.9699,,1625.9699,0.266617,,0.266617,0.406492,,0.406492,312.2350,,312.2350,7.22518,,7.22518,43.2148,,0.266617,,0.266617
6750,1,0.00416217,9171,4064,4427,4000,0.004162,45,2,3,,-1,-1,-1,-1,,-1,-1,-1,0.00554933,0.00555119,,,1,6750,146.4000,,146.4000,0.00555119,,0.00555119,0.0366,,0.0366,0.609317,,0.609317,0.0135449,,0.0135449,44.9849,,0.00555119,,0.00555119
6751,1,0.0269547,9172,4428,3635,1300,0.026955,30,1,4,,-1,-1,-1,-1,,-1,-1,-1,0.05391,0.0545272,,,1,6751,278.1876,,278.1876,0.0545272,,0.0545272,0.21399,,0.21399,7.49855,,7.49855,0.252813,,0.252813,29.6604,,0.0545272,,0.0545272
6752,1,0.0213733,9173,4428,4064,4000,0.021373,45,2,3,,-1,-1,-1,-1,,-1,-1,-1,0.0284973,0.0285062,,,1,6752,141.0000,,141.0000,0.0285062,,0.0285062,0.03525,,0.03525,3.01359,,3.01359,0.0669895,,0.0669895,44.9860,,0.0285062,,0.0285062
6753,0,0.0321316,9176,1945,4429,1300,0.032132,30,1,5,6754,9177,4429,1945,1300,0.032132,30,1,5,0.064264,0.0669346,0.064264,0.064264,0,6753,530.0186,0.0000,530.0186,0.0669346,0.064264,0.0669346,0.407707,0.0000,0.407707,17.0306,0.0000,17.0306,0.591276,0.0000,0.591276,28.8031,30.0000,0.0669346,0.064264,0.0669346
6755,0,0.00199722,9184,3435,4429,1300,0.001997,30,1,5,6756,9185,4429,3435,1300,0.001997,30,1,5,0.003994,0.003994,0.003994,0.00415998,0,6755,0.0000,530.0186,530.0186,0.003994,0.00415998,0.00415998,0.0000,0.407707,0.407707,0.0000,1.05845,1.05845,0.0000,0.0367477,0.0367477,30.0000,28.8031,0.003994,0.00415998,0.00415998
6757,0,0.00555282,9190,2124,4430,1300,0.005553,30,1,5,6758,9191,4430,2124,1300,0.005553,30,1,5,0.011106,0.0122937,0.011106,0.0112328,0,6757,850.2486,277.8000,1128.0486,0.0122937,0.0112328,0.0122937,0.654037,0.213692,0.654037,4.72143,1.54262,6.26405,0.174212,0.0520078,0.226219,27.1017,29.6614,0.0122937,0.0112328,0.0122937
6759,0,0.0632806,9196,848,4430,1300,0.063281,30,1,5,6760,9197,4430,848,1300,0.063281,30,1,5,0.126562,0.128007,0.126562,0.140097,0,6759,277.8000,850.2486,1128.0486,0.128007,0.140097,0.140097,0.213692,0.654037,0.654037,17.5795,53.8046,71.3840,0.592672,1.98528,2.57796,29.6614,27.1017,0.128007,0.140097,0.140097
6761,1,0.108046,9198,4431,3566,1300,0.108046,30,1,4,,-1,-1,-1,-1,,-1,-1,-1,0.216092,0.217323,,,1,6761,196.2000,,196.2000,0.217323,,0.217323,0.150923,,0.150923,21.1986,,21.1986,0.710645,,0.710645,29.8301,,0.217323,,0.217323
6762,1,0.0696433,9199,4432,4433,1300,0.069643,30,1,4,,-1,-1,-1,-1,,-1,-1,-1,0.139286,0.153883,,,1,6762,841.6799,,841.6799,0.153883,,0.153883,0.647446,,0.647446,58.6171,,58.6171,2.15867,,2.15867,27.1543,,0.153883,,0.153883
6763,1,0.066959,9200,4433,4434,1300,0.066959,30,1,4,,-1,-1,-1,-1,,-1,-1,-1,0.133918,0.147952,,,1,6763,841.6799,,841.6799,0.147952,,0.147952,0.647446,,0.647446,56.3580,,56.3580,2.07547,,2.07547,27.1543,,0.147952,,0.147952
6764,1,0.123658,9201,4434,4435,1300,0.123658,30,1,4,,-1,-1,-1,-1,,-1,-1,-1,0.247316,0.255894,,,1,6764,484.2147,,484.2147,0.255894,,0.255894,0.372473,,0.372473,59.8770,,59.8770,2.06513,,2.06513,28.9944,,0.255894,,0.255894
6765,0,0.0791532,9202,4424,4436,4000,0.079153,45,2,3,6766,9203,4436,4424,4000,0.079153,45,2,3,0.105537,0.10568,0.105537,0.125423,0,6765,294.6022,3472.6186,3767.2207,0.10568,0.125423,0.125423,0.0736505,0.868155,0.868155,23.3186,274.8682,298.1868,0.518895,7.2591,7.778,44.9391,37.8653,0.10568,0.125423,0.125423
6767,1,0.0325377,9206,345,197,1300,0.032538,30,1,5,,-1,-1,-1,-1,,-1,-1,-1,0.065076,0.0650789,,,1,6767,17.2831,,17.2831,0.0650789,,0.0650789,0.0132947,,0.0132947,0.562359,,0.562359,0.0187461,,0.0187461,29.9987,,0.0650789,,0.0650789
6768,1,0.0658733,9209,4437,4438,1300,0.065873,30,1,4,,-1,-1,-1,-1,,-1,-1,-1,0.131746,0.132587,,,1,6768,207.7924,,207.7924,0.132587,,0.132587,0.15984,,0.15984,13.6879,,13.6879,0.459178,,0.459178,29.8096,,0.132587,,0.132587
