ID1,AB_Flow_PCE,BA_Flow_PCE,Tot_Flow_PCE,AB_Time,BA_Time,Max_Time,AB_VOC,BA_VOC,Max_VOC,AB_VKmT,BA_VKmT,Tot_VKmT,AB_VHT,BA_VHT,Tot_VHT,AB_Speed,BA_Speed,AB_VDF,BA_VDF,Max_VDF,AB_Flow_OD_Number,BA_Flow_OD_Number,AB_Flow,BA_Flow,Tot_Flow
80,0.0,0.0,0.0,0.330707,0.0,0.330707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.330707,0.0,0.330707,0.0,0.0,0.0,0.0,0.0
81,0.0,1221.5565,1221.5565,0.211385,0.297528,0.297528,0.0,0.87254,0.87254,0.0,172.1454,172.1454,0.0,6.05745,6.05745,40.0,28.4188,0.211385,0.297528,0.297528,0.0,1221.5565,0.0,1221.5565,1221.5565
83,0.0,0.0,0.0,0.0359475,0.0359475,0.0359475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0359475,0.0359475,0.0359475,0.0,0.0,0.0,0.0,0.0
85,0.0,0.0,0.0,0.0918825,0.0918825,0.0918825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0918825,0.0918825,0.0918825,0.0,0.0,0.0,0.0,0.0
87,832.9522,0.0,832.9522,0.179108,0.0,0.179108,0.594966,0.0,0.594966,80.8963,0.0,80.8963,2.48647,0.0,2.48647,32.5346,0.0,0.179108,0.0,0.179108,832.9522,0.0,832.9522,0.0,832.9522
88,0.0,88.2,88.2,0.083673,0.0843346,0.0843346,0.0,0.063,0.063,0.0,4.91997,4.91997,0.0,0.123972,0.123972,40.0,39.6862,0.083673,0.0843346,0.0843346,0.0,88.2,0.0,88.2,88.2
90,1380.3894,0.0,1380.3894,0.201846,0.0,0.201846,0.985992,0.0,0.985992,124.7044,0.0,124.7044,4.64378,0.0,4.64378,26.8541,0.0,0.201846,0.0,0.201846,1380.3894,0.0,1380.3894,0.0,1380.3894
91,0.0,0.0,0.0,0.458904,0.458904,0.458904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.458904,0.458904,0.458904,0.0,0.0,0.0,0.0,0.0
93,0.0,0.0,0.0,0.621265,0.621265,0.621265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.621265,0.621265,0.621265,0.0,0.0,0.0,0.0,0.0
95,1254.5139,0.0,1254.5139,0.0368129,0.0,0.0368129,0.896081,0.0,0.896081,21.619,0.0,21.619,0.769704,0.0,0.769704,28.0875,0.0,0.0368129,0.0,0.0368129,1254.5139,0.0,1254.5139,0.0,1254.5139
96,0.0,0.0,0.0,0.446611,0.446611,0.446611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.446611,0.446611,0.446611,0.0,0.0,0.0,0.0,0.0
98,0.0,0.0,0.0,0.227103,0.227103,0.227103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.227103,0.227103,0.227103,0.0,0.0,0.0,0.0,0.0
100,13.9852,0.0,13.9852,0.113991,0.0,0.113991,0.00998945,0.0,0.00998945,1.06226,0.0,1.06226,0.0265698,0.0,0.0265698,39.98,0.0,0.113991,0.0,0.113991,13.9852,0.0,13.9852,0.0,13.9852
101,1240.5286,0.0,1240.5286,0.164058,0.0,0.164058,0.886092,0.0,0.886092,95.7477,0.0,95.7477,3.39198,0.0,3.39198,28.2277,0.0,0.164058,0.0,0.164058,1240.5286,0.0,1240.5286,0.0,1240.5286
102,0.0,0.0,0.0,0.104109,0.104109,0.104109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.104109,0.104109,0.104109,0.0,0.0,0.0,0.0,0.0
104,0.0,0.0,0.0,0.107172,0.107172,0.107172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.107172,0.107172,0.107172,0.0,0.0,0.0,0.0,0.0
106,0.0,0.0,0.0,0.110115,0.110115,0.110115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.110115,0.110115,0.110115,0.0,0.0,0.0,0.0,0.0
108,0.0,0.0,0.0,0.392038,0.392038,0.392038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.392038,0.392038,0.392038,0.0,0.0,0.0,0.0,0.0
110,762.3226,53.4,815.7226,0.104495,0.0873376,0.104495,0.544516,0.0381429,0.544516,44.2216,3.09768,47.3192,1.32765,0.0777305,1.40538,33.3083,39.8516,0.104495,0.0873376,0.104495,762.3226,53.4,762.3226,53.4,815.7226
112,53.4,762.3226,815.7226,0.120558,0.144242,0.144242,0.0381429,0.544516,0.544516,4.27595,61.0422,65.3182,0.107297,1.83264,1.93994,39.8516,33.3083,0.120558,0.144242,0.144242,53.4,762.3226,53.4,762.3226,815.7226
114,164.8446,30.0,194.8446,0.2093,0.205477,0.2093,0.117746,0.0214286,0.117746,22.5458,4.1031,26.6489,0.575031,0.102738,0.67777,39.2079,39.9374,0.2093,0.205477,0.2093,164.8446,30.0,164.8446,30.0,194.8446
116,30.0,164.8446,194.8446,0.206623,0.210467,0.210467,0.0214286,0.117746,0.117746,4.12599,22.6716,26.7976,0.103312,0.578239,0.681551,39.9374,39.2079,0.206623,0.210467,0.210467,30.0,164.8446,30.0,164.8446,194.8446
118,137.9837,40.8,178.7837,0.658488,0.650069,0.658488,0.0985598,0.0291429,0.0985598,59.6509,17.638,77.2889,1.51434,0.442047,1.95639,39.3906,39.9007,0.658488,0.650069,0.658488,137.9837,40.8,137.9837,40.8,178.7837
