ID1,AB_Flow_PCE,BA_Flow_PCE,Tot_Flow_PCE,AB_Time,BA_Time,Max_Time,AB_VOC,BA_VOC,Max_VOC,AB_VKmT,BA_VKmT,Tot_VKmT,AB_VHT,BA_VHT,Tot_VHT,AB_Speed,BA_Speed,AB_VDF,BA_VDF,Max_VDF,AB_Flow_OD_Number,BA_Flow_OD_Number,AB_Flow,BA_Flow,Tot_Flow
34,0.0,371.0346,371.0346,0.255121,0.272525,0.272525,0.0,0.265025,0.265025,0.0,63.1059,63.1059,0.0,1.68527,1.68527,40.0,37.4455,0.255121,0.272525,0.272525,0.0,371.0346,0.0,371.0346,371.0346
36,67.8,0.0,67.8,0.263538,0.0,0.263538,0.0102727,0.0,0.0102727,26.7878,0.0,26.7878,0.297798,0.0,0.297798,89.9532,0.0,0.263538,0.0,0.263538,67.8,0.0,67.8,0.0,67.8
37,0.0,0.0,0.0,0.0668355,0.0668355,0.0668355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0668355,0.0668355,0.0668355,0.0,0.0,0.0,0.0,0.0
39,371.0346,0.0,371.0346,0.247558,0.231749,0.247558,0.265025,0.0,0.265025,57.3245,0.0,57.3245,1.53088,0.0,1.53088,37.4455,40.0,0.247558,0.231749,0.247558,371.0346,0.0,371.0346,0.0,371.0346
41,0.0,0.0,0.0,0.293427,0.293427,0.293427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.293427,0.293427,0.293427,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.303252,0.303252,0.303252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.303252,0.303252,0.303252,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.117917,0.117917,0.117917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.117917,0.117917,0.117917,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.63006,0.63006,0.63006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.63006,0.63006,0.63006,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.229776,0.229776,0.229776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.229776,0.229776,0.229776,0.0,0.0,0.0,0.0,0.0
51,3557.2238,0.0,3557.2238,1.56466,0.0,1.56466,0.538973,0.0,0.538973,6969.8392,0.0,6969.8392,92.7642,0.0,92.7642,75.1351,0.0,1.56466,0.0,1.56466,3557.2238,0.0,3557.2238,0.0,3557.2238
