ID1,AB_Flow,BA_Flow,Tot_Flow,AB_Time,BA_Time,Max_Time,AB_VOC,BA_VOC,Max_VOC,AB_VKmT,BA_VKmT,Tot_VKmT,AB_VHT,BA_VHT,Tot_VHT,AB_Speed,BA_Speed,AB_VDF,BA_VDF,Max_VDF
170,991.8832,0.0,991.8832,0.218189,0.0,0.218189,0.247971,0.0,0.247971,159.8559,0.0,159.8559,3.60696,0.0,3.60696,44.3187,0.0,0.218189,0.0,0.218189
171,2437.4909,0.0,2437.4909,0.293744,0.0,0.293744,0.609373,0.0,0.609373,491.3811,0.0,491.3811,11.9333,0.0,11.9333,41.1774,0.0,0.293744,0.0,0.293744
172,25.8042,0.0,25.8042,0.22872,0.0,0.22872,0.00645105,0.0,0.00645105,4.4264,0.0,4.4264,0.0983655,0.0,0.0983655,44.9995,0.0,0.22872,0.0,0.22872
173,79.8,0.0,79.8,0.227979,0.0,0.227979,0.01995,0.0,0.01995,13.6432,0.0,13.6432,0.303212,0.0,0.303212,44.9955,0.0,0.227979,0.0,0.227979
174,0.0,0.0,0.0,0.033514,0.0,0.033514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.033514,0.0,0.033514
175,6789.3912,0.0,6789.3912,0.646643,0.0,0.646643,1.69735,0.0,1.69735,1914.1059,0.0,1914.1059,73.1719,0.0,73.1719,26.159,0.0,0.646643,0.0,0.646643
176,60.0,397.8323,457.8323,0.115628,0.118272,0.118272,0.0461538,0.306025,0.306025,3.46698,22.9879,26.4549,0.115628,0.784205,0.899833,29.984,29.3137,0.115628,0.118272,0.118272
178,397.8323,60.0,457.8323,0.0732764,0.0716381,0.0732764,0.306025,0.0461538,0.306025,14.2424,2.148,16.3904,0.485862,0.0716381,0.5575,29.3137,29.984,0.0732764,0.0716381,0.0732764
180,765.2068,204.0,969.2068,0.0732511,0.067827,0.0732511,0.588621,0.156923,0.588621,25.7921,6.87602,32.6681,0.934204,0.230612,1.16482,27.6086,29.8164,0.0732511,0.067827,0.0732511
182,13.8,109.4361,123.2361,0.240703,0.241122,0.241122,0.0106154,0.0841816,0.0841816,1.6608,13.1704,14.8312,0.0553616,0.439792,0.495153,29.9992,29.9469,0.240703,0.241122,0.241122
184,190.2,655.7707,845.9707,0.0677004,0.0716238,0.0716238,0.146308,0.504439,0.504439,6.40403,22.0798,28.4838,0.21461,0.782813,0.997424,29.8403,28.2057,0.0677004,0.0716238,0.0716238
186,0.0,0.0,0.0,0.411394,0.411394,0.411394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.411394,0.411394,0.411394
188,0.0,0.0,0.0,0.232354,0.232354,0.232354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.232354,0.232354,0.232354
190,190.2,655.7707,845.9707,0.159445,0.168685,0.168685,0.146308,0.504439,0.504439,15.0825,52.0013,67.0838,0.50544,1.84365,2.34908,29.8403,28.2057,0.159445,0.168685,0.168685
192,1581.0309,220.2,1801.2309,0.369148,0.271429,0.369148,1.21618,0.169385,1.21618,213.0407,29.6715,242.7123,9.72724,0.996145,10.7234,21.9015,29.7863,0.369148,0.271429,0.369148
194,220.2,1581.0309,1801.2309,0.109516,0.148944,0.148944,0.169385,1.21618,1.21618,11.9718,85.9575,97.9293,0.401924,3.92474,4.32666,29.7863,21.9015,0.109516,0.148944,0.148944
196,40.2,189.7883,229.9883,0.0487296,0.0489776,0.0489776,0.0309231,0.145991,0.145991,0.979232,4.62305,5.60228,0.0326489,0.154923,0.187572,29.9928,29.841,0.0487296,0.0489776,0.0489776
198,189.7883,40.2,229.9883,0.118251,0.117652,0.118251,0.145991,0.0309231,0.145991,11.1618,2.36424,13.5261,0.374043,0.0788269,0.45287,29.841,29.9928,0.118251,0.117652,0.118251
200,2.4,0.0,2.4,0.283056,0.0,0.283056,0.00184615,0.0,0.00184615,0.339667,0.0,0.339667,0.0113222,0.0,0.0113222,30.0,0.0,0.283056,0.0,0.283056
201,81.6,0.0,81.6,0.0779827,0.077906,0.0779827,0.0627692,0.0,0.0627692,3.17856,0.0,3.17856,0.106057,0.0,0.106057,29.9705,30.0,0.0779827,0.077906,0.0779827
203,0.0,81.6,81.6,0.108564,0.108671,0.108671,0.0,0.0627692,0.0627692,0.0,4.42941,4.42941,0.0,0.147792,0.147792,30.0,29.9705,0.108564,0.108671,0.108671
205,45.6,97.3883,142.9883,0.128584,0.128724,0.128724,0.0350769,0.0749141,0.0749141,2.9308,6.25934,9.19014,0.0977235,0.208937,0.306661,29.9908,29.958,0.128584,0.128724,0.128724
207,125.5883,78.0,203.5883,0.187286,0.187018,0.187286,0.0966064,0.06,0.0966064,11.7331,7.28715,19.0202,0.392015,0.243124,0.635139,29.9302,29.973,0.187286,0.187018,0.187286
209,486.6572,14.4,501.0572,0.591673,0.571663,0.591673,0.374352,0.0110769,0.374352,139.0978,4.11585,143.2137,4.79904,0.137199,4.93624,28.9845,29.9991,0.591673,0.571663,0.591673
211,14.4,486.6572,501.0572,0.159939,0.165537,0.165537,0.0110769,0.374352,0.374352,1.15152,38.9165,40.068,0.0383853,1.34266,1.38105,29.9991,28.9845,0.159939,0.165537,0.165537
213,0.0,81.6,81.6,0.43414,0.434568,0.434568,0.0,0.0627692,0.0627692,0.0,17.7129,17.7129,0.0,0.591012,0.591012,30.0,29.9705,0.43414,0.434568,0.434568
215,186.537,27.6,214.137,0.154383,0.153609,0.154383,0.14349,0.0212308,0.14349,14.3253,2.11957,16.4449,0.479968,0.0706603,0.550628,29.8464,29.9966,0.154383,0.153609,0.154383
217,27.6,186.537,214.137,0.189337,0.19029,0.19029,0.0212308,0.14349,0.14349,2.61256,17.6572,20.2698,0.0870952,0.591603,0.678699,29.9966,29.8464,0.189337,0.19029,0.19029
219,486.6572,14.4,501.0572,0.173482,0.167615,0.173482,0.374352,0.0110769,0.374352,40.7843,1.20679,41.9911,1.40711,0.0402276,1.44733,28.9845,29.9991,0.173482,0.167615,0.173482
221,14.4,486.6572,501.0572,0.228701,0.236706,0.236706,0.0110769,0.374352,0.374352,1.6466,55.6478,57.2944,0.0548882,1.91991,1.9748,29.9991,28.9845,0.228701,0.236706,0.236706
223,340.8,0.0,340.8,0.0818953,0.080512,0.0818953,0.262154,0.0,0.262154,13.7192,0.0,13.7192,0.465165,0.0,0.465165,29.4933,30.0,0.0818953,0.080512,0.0818953
