ID1,AB_Flow_PCE,BA_Flow_PCE,Tot_Flow_PCE,AB_Time,BA_Time,Max_Time,AB_VOC,BA_VOC,Max_VOC,AB_VKmT,BA_VKmT,Tot_VKmT,AB_VHT,BA_VHT,Tot_VHT,AB_Speed,BA_Speed,AB_VDF,BA_VDF,Max_VDF,AB_Flow_OD_Number,BA_Flow_OD_Number,AB_Flow,BA_Flow,Tot_Flow
99,212.5058,222.489,434.9947,0.296432,0.297421,0.297421,0.177088,0.185407,0.185407,29.6403,31.0328,60.6731,1.04989,1.10288,2.15277,28.2318,28.1379,0.296432,0.297421,0.297421,212.5058,222.489,212.5058,222.489,434.9947
101,222.489,212.5058,434.9947,0.292214,0.291242,0.292214,0.185407,0.177088,0.185407,30.4894,29.1214,59.6108,1.08357,1.03151,2.11508,28.1379,28.2318,0.292214,0.291242,0.292214,222.489,212.5058,222.489,212.5058,434.9947
103,703.0991,544.9179,1248.017,0.409539,0.387051,0.409539,0.585916,0.454098,0.585916,113.9703,88.3296,202.2998,4.79911,3.51519,8.31429,23.7482,25.128,0.409539,0.387051,0.409539,703.0991,544.9179,703.0991,544.9179,1248.017
105,544.9179,703.0991,1248.017,0.307209,0.325058,0.325058,0.454098,0.585916,0.585916,70.1086,90.46,160.5686,2.79006,3.80913,6.59919,25.128,23.7482,0.307209,0.325058,0.325058,544.9179,703.0991,544.9179,703.0991,1248.017
107,703.0991,544.9179,1248.017,0.274242,0.259183,0.274242,0.585916,0.454098,0.585916,76.3186,59.1487,135.4673,3.21366,2.35389,5.56755,23.7482,25.128,0.274242,0.259183,0.274242,703.0991,544.9179,703.0991,544.9179,1248.017
109,2531.4323,0.0,2531.4323,0.257285,0.0,0.257285,0.421905,0.0,0.421905,829.6719,0.0,829.6719,10.855,0.0,10.855,76.4323,0.0,0.257285,0.0,0.257285,2531.4323,0.0,2531.4323,0.0,2531.4323
110,2572.7029,0.0,2572.7029,0.222392,0.0,0.222392,0.428784,0.0,0.428784,726.696,0.0,726.696,9.53579,0.0,9.53579,76.2072,0.0,0.222392,0.0,0.222392,2572.7029,0.0,2572.7029,0.0,2572.7029
111,56.9378,263.0554,319.9932,0.09457,0.10092,0.10092,0.0474481,0.219213,0.219213,2.65803,12.2802,14.9382,0.0897434,0.442461,0.532204,29.6181,27.7544,0.09457,0.10092,0.10092,56.9378,263.0554,56.9378,263.0554,319.9932
113,263.0554,56.9378,319.9932,0.592089,0.554832,0.592089,0.219213,0.0474481,0.219213,72.0467,15.5943,87.641,2.59587,0.526514,3.12238,27.7544,29.6181,0.592089,0.554832,0.592089,263.0554,56.9378,263.0554,56.9378,319.9932
115,63.1037,329.0554,392.1592,0.433203,0.472168,0.472168,0.0525864,0.274213,0.274213,13.4718,70.2491,83.7209,0.455612,2.58949,3.0451,29.5686,27.1285,0.433203,0.472168,0.472168,63.1037,329.0554,63.1037,329.0554,392.1592
117,62.5037,310.4554,372.9592,0.302474,0.327606,0.327606,0.0520864,0.258713,0.258713,9.31849,46.2849,55.6034,0.315096,1.69512,2.01021,29.5735,27.3048,0.302474,0.327606,0.327606,62.5037,310.4554,62.5037,310.4554,372.9592
119,62.5037,310.4554,372.9592,0.0384446,0.0416388,0.0416388,0.0520864,0.258713,0.258713,1.18438,5.88282,7.0672,0.0400488,0.21545,0.255499,29.5735,27.3048,0.0384446,0.0416388,0.0416388,62.5037,310.4554,62.5037,310.4554,372.9592
121,62.5037,310.4554,372.9592,0.0347602,0.0376483,0.0376483,0.0520864,0.258713,0.258713,1.07088,5.31903,6.38991,0.0362107,0.194802,0.231013,29.5735,27.3048,0.0347602,0.0376483,0.0376483,62.5037,310.4554,62.5037,310.4554,372.9592
123,310.4554,62.5037,372.9592,0.177608,0.163983,0.177608,0.258713,0.0520864,0.258713,25.0929,5.05193,30.1448,0.918991,0.170826,1.08982,27.3048,29.5735,0.177608,0.163983,0.177608,310.4554,62.5037,310.4554,62.5037,372.9592
125,223.0085,903.5577,1126.5663,0.545872,0.693989,0.693989,0.18584,0.752965,0.752965,57.079,231.2656,288.3446,2.0289,10.451,12.4799,28.133,22.1286,0.545872,0.693989,0.693989,223.0085,903.5577,223.0085,903.5577,1126.5663
127,903.5577,223.0085,1126.5663,0.400255,0.314829,0.400255,0.752965,0.18584,0.752965,133.3814,32.9201,166.3015,6.02756,1.17016,7.19772,22.1286,28.133,0.400255,0.314829,0.400255,903.5577,223.0085,903.5577,223.0085,1126.5663
129,356.4,331.2,687.6,0.169079,0.168648,0.169079,0.099,0.092,0.099,58.4382,54.3062,112.7444,1.00433,0.930939,1.93527,58.1864,58.3349,0.169079,0.168648,0.169079,356.4,331.2,356.4,331.2,687.6
131,330.6,342.0,672.6,0.161293,0.161478,0.161478,0.0918333,0.095,0.095,51.8467,53.6345,105.4812,0.888723,0.920426,1.80915,58.3384,58.2714,0.161293,0.161478,0.161478,330.6,342.0,330.6,342.0,672.6
133,1.2,1040.4863,1041.6863,0.414878,0.58961,0.58961,0.001,0.867072,0.867072,0.248896,215.8104,216.0593,0.00829756,10.2247,10.233,29.9962,21.1068,0.414878,0.58961,0.58961,1.2,1040.4863,1.2,1040.4863,1041.6863
135,0.0,0.0,0.0,0.550544,0.550544,0.550544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.550544,0.550544,0.550544,0.0,0.0,0.0,0.0,0.0
137,592.8,270.2075,863.0075,0.00790088,0.00763906,0.00790088,0.164667,0.0750576,0.164667,4.4294,2.01899,6.44839,0.0780607,0.0344022,0.112463,56.7431,58.6878,0.00790088,0.00763906,0.00790088,592.8,270.2075,592.8,270.2075,863.0075
