ID1,AB_Flow,BA_Flow,Tot_Flow,AB_Time,BA_Time,Max_Time,AB_VOC,BA_VOC,Max_VOC,AB_VKmT,BA_VKmT,Tot_VKmT,AB_VHT,BA_VHT,Tot_VHT,AB_Speed,BA_Speed,AB_VDF,BA_VDF,Max_VDF
133,12.6,2.4,15.0,0.12705,0.126953,0.12705,0.014,0.00266667,0.014,0.933043,0.177722,1.11077,0.0266804,0.00507813,0.0317586,34.971,34.9976,0.12705,0.126953,0.12705
135,2.4,12.6,15.0,0.0452191,0.0452535,0.0452535,0.00266667,0.014,0.014,0.0633024,0.332338,0.39564,0.00180876,0.00950322,0.011312,34.9976,34.971,0.0452191,0.0452535,0.0452535
137,12.6,2.4,15.0,0.112392,0.112307,0.112392,0.014,0.00266667,0.014,0.825401,0.157219,0.98262,0.0236024,0.00449229,0.0280947,34.971,34.9976,0.112392,0.112307,0.112392
139,2.4,12.6,15.0,0.136076,0.136179,0.136179,0.00266667,0.014,0.014,0.190493,1.00009,1.19058,0.00544303,0.0285976,0.0340406,34.9976,34.971,0.136076,0.136179,0.136179
141,11.4,18.0,29.4,0.121901,0.121986,0.121986,0.0126667,0.02,0.02,0.810061,1.27904,2.08911,0.0231611,0.0365958,0.0597569,34.9751,34.9506,0.121901,0.121986,0.121986
143,18.0,11.4,29.4,0.2535,0.253322,0.2535,0.02,0.0126667,0.02,2.65799,1.68339,4.34138,0.0760499,0.0481312,0.124181,34.9506,34.9751,0.2535,0.253322,0.2535
145,0.0,0.0,0.0,0.0292457,0.0292457,0.0292457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0292457,0.0292457,0.0292457
147,11.4,18.0,29.4,0.32467,0.324898,0.324898,0.0126667,0.02,0.02,2.15752,3.40661,5.56413,0.0616873,0.0974693,0.159157,34.9751,34.9506,0.32467,0.324898,0.324898
149,0.0,0.0,0.0,0.177022,0.177022,0.177022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.177022,0.177022,0.177022
151,11.4,18.0,29.4,0.17985,0.179976,0.179976,0.0126667,0.02,0.02,1.19515,1.88708,3.08224,0.0341716,0.0539929,0.0881645,34.9751,34.9506,0.17985,0.179976,0.179976
153,1.2,3.0,4.2,0.0353529,0.0353554,0.0353554,0.00133333,0.00333333,0.00333333,0.0247464,0.061866,0.0866124,0.000707057,0.00176777,0.00247483,34.9991,34.9966,0.0353529,0.0353554,0.0353554
155,18.0,11.4,29.4,0.148974,0.14887,0.148974,0.02,0.0126667,0.02,1.56202,0.989281,2.5513,0.0446923,0.0282853,0.0729776,34.9506,34.9751,0.148974,0.14887,0.148974
157,0.0,0.0,0.0,0.105617,0.105617,0.105617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.105617,0.105617,0.105617
