link_id,matrix_ab,matrix_ba,matrix_tot,Congested_Time_AB,Congested_Time_BA,Congested_Time_Max,Delay_factor_AB,Delay_factor_BA,Delay_factor_Max,VOC_AB,VOC_BA,VOC_max,PCE_AB,PCE_BA,PCE_tot
10240,0.0,,0.0,1.158396,,1.158396,1.0,,1.0,0.0,,0.0,0.0,,0.0
10241,939.1000126126416,,939.1000126126416,0.22251641011446704,,0.22251641011446704,1.9790635860875156,,1.9790635860875156,1.5651666876877361,,1.5651666876877361,939.1000126126416,,939.1000126126416
10242,939.1086148009904,,939.1086148009904,0.08014787027445487,,0.08014787027445487,1.979077038502402,,1.979077038502402,1.5651810246683173,,1.5651810246683173,939.1086148009904,,939.1086148009904
10243,15.119170594438279,,15.119170594438279,0.32729088284768304,,0.32729088284768304,1.002000023413358,,1.002000023413358,0.02519861765739713,,0.02519861765739713,15.119170594438279,,15.119170594438279
10244,0.0,,0.0,0.32663760000000003,,0.32663760000000003,1.0,,1.0,0.0,,0.0,0.0,,0.0
10245,0.0,,0.0,0.31669919999999996,,0.31669919999999996,1.0,,1.0,0.0,,0.0,0.0,,0.0
10246,0.0,,0.0,0.3033312,,0.3033312,1.0,,1.0,0.0,,0.0,0.0,,0.0
10247,60.89592129797843,,60.89592129797843,0.30823511032579304,,0.30823511032579304,1.0161668510387096,,1.0161668510387096,0.1014932021632974,,0.1014932021632974,60.89592129797843,,60.89592129797843
10248,3330.106425911701,,3330.106425911701,0.31141897699247684,,0.31141897699247684,1.5847568151711973,,1.5847568151711973,1.1100354753039003,,1.1100354753039003,3330.106425911701,,3330.106425911701
10249,0.0,,0.0,0.31666079999999996,,0.31666079999999996,1.0,,1.0,0.0,,0.0,0.0,,0.0
10250,0.0,,0.0,0.1976655,,0.1976655,1.0,,1.0,0.0,,0.0,0.0,,0.0
10251,1703.18342767132,,1703.18342767132,0.23994317847785068,,0.23994317847785068,1.2138849646390022,,1.2138849646390022,0.5677278092237733,,0.5677278092237733,1703.18342767132,,1703.18342767132
10252,0.0,,0.0,2.018208,,2.018208,1.0,,1.0,0.0,,0.0,0.0,,0.0
10253,0.0,,0.0,2.018208,,2.018208,1.0,,1.0,0.0,,0.0,0.0,,0.0
10254,0.0,,0.0,2.979492,,2.979492,1.0,,1.0,0.0,,0.0,0.0,,0.0
10255,0.0,,0.0,2.979492,,2.979492,1.0,,1.0,0.0,,0.0,0.0,,0.0
10256,0.0,,0.0,2.469348,,2.469348,1.0,,1.0,0.0,,0.0,0.0,,0.0
10257,0.0,,0.0,2.469348,,2.469348,1.0,,1.0,0.0,,0.0,0.0,,0.0
10258,0.0,,0.0,1.151712,,1.151712,1.0,,1.0,0.0,,0.0,0.0,,0.0
10259,0.0,,0.0,1.151712,,1.151712,1.0,,1.0,0.0,,0.0,0.0,,0.0
10260,0.0,,0.0,1.0826639999999998,,1.0826639999999998,1.0,,1.0,0.0,,0.0,0.0,,0.0
10261,0.0,,0.0,1.0826639999999998,,1.0826639999999998,1.0,,1.0,0.0,,0.0,0.0,,0.0
10262,0.0,,0.0,1.07742,,1.07742,1.0,,1.0,0.0,,0.0,0.0,,0.0
10263,0.0,,0.0,1.07742,,1.07742,1.0,,1.0,0.0,,0.0,0.0,,0.0
10264,0.0,,0.0,2.00058,,2.00058,1.0,,1.0,0.0,,0.0,0.0,,0.0
10265,0.0,,0.0,2.00058,,2.00058,1.0,,1.0,0.0,,0.0,0.0,,0.0
10266,0.0,,0.0,2.038572,,2.038572,1.0,,1.0,0.0,,0.0,0.0,,0.0
10267,0.0,,0.0,2.038572,,2.038572,1.0,,1.0,0.0,,0.0,0.0,,0.0
10268,0.0,,0.0,2.560416,,2.560416,1.0,,1.0,0.0,,0.0,0.0,,0.0
10269,0.0,,0.0,2.560416,,2.560416,1.0,,1.0,0.0,,0.0,0.0,,0.0
10270,0.0,,0.0,1.4005079999999999,,1.4005079999999999,1.0,,1.0,0.0,,0.0,0.0,,0.0
10271,0.0,,0.0,1.4005079999999999,,1.4005079999999999,1.0,,1.0,0.0,,0.0,0.0,,0.0
10272,0.0,,0.0,1.5839880000000002,,1.5839880000000002,1.0,,1.0,0.0,,0.0,0.0,,0.0
10273,0.0,,0.0,1.5839880000000002,,1.5839880000000002,1.0,,1.0,0.0,,0.0,0.0,,0.0
10274,0.0,,0.0,1.6300919999999999,,1.6300919999999999,1.0,,1.0,0.0,,0.0,0.0,,0.0
10275,0.0,,0.0,1.6300919999999999,,1.6300919999999999,1.0,,1.0,0.0,,0.0,0.0,,0.0
10276,0.0,,0.0,2.08128,,2.08128,1.0,,1.0,0.0,,0.0,0.0,,0.0
10277,0.0,,0.0,2.08128,,2.08128,1.0,,1.0,0.0,,0.0,0.0,,0.0
10278,0.0,,0.0,2.278572,,2.278572,1.0,,1.0,0.0,,0.0,0.0,,0.0
10279,0.0,,0.0,2.278572,,2.278572,1.0,,1.0,0.0,,0.0,0.0,,0.0
10280,0.0,,0.0,2.4016319999999998,,2.4016319999999998,1.0,,1.0,0.0,,0.0,0.0,,0.0
10281,0.0,,0.0,2.4016319999999998,,2.4016319999999998,1.0,,1.0,0.0,,0.0,0.0,,0.0
10282,0.0,,0.0,0.28872719999999996,,0.28872719999999996,1.0,,1.0,0.0,,0.0,0.0,,0.0
10283,0.0,,0.0,0.199656,,0.199656,1.0,,1.0,0.0,,0.0,0.0,,0.0
10284,0.0,,0.0,0.199656,,0.199656,1.0,,1.0,0.0,,0.0,0.0,,0.0
10285,0.0,,0.0,0.17718,,0.17718,1.0,,1.0,0.0,,0.0,0.0,,0.0
10286,1500.1785152396044,,1500.1785152396044,0.20850688636746997,,0.20850688636746997,1.1768082535696465,,1.1768082535696465,0.5000595050798682,,0.5000595050798682,1500.1785152396044,,1500.1785152396044
10287,1704.1621919169245,,1704.1621919169245,0.17877232033101376,,0.17877232033101376,1.2140693602467478,,1.2140693602467478,0.5680540639723082,,0.5680540639723082,1704.1621919169245,,1704.1621919169245
10288,217.1676764835895,,217.1676764835895,0.12050367730852705,,0.12050367730852705,1.009738249548791,,1.009738249548791,0.07238922549452984,,0.07238922549452984,217.1676764835895,,217.1676764835895
10289,12.240224387984247,,12.240224387984247,0.10905820934193933,,0.10905820934193933,1.000130308333694,,1.000130308333694,0.004080074795994749,,0.004080074795994749,12.240224387984247,,12.240224387984247
